x, u_gen, u_spec
0.400400, 0.581370, 0.581370
0.401401, 0.580551, 0.580551
0.402402, 0.579730, 0.579730
0.403403, 0.578907, 0.578907
0.404404, 0.578083, 0.578083
0.405405, 0.577256, 0.577256
0.406406, 0.576428, 0.576428
0.407407, 0.575598, 0.575598
0.408408, 0.574767, 0.574767
0.409409, 0.573934, 0.573934
0.410410, 0.573099, 0.573099
0.411411, 0.572262, 0.572262
0.412412, 0.571424, 0.571424
0.413413, 0.570584, 0.570584
0.414414, 0.569743, 0.569743
0.415415, 0.568900, 0.568900
0.416416, 0.568055, 0.568055
0.417417, 0.567209, 0.567209
0.418418, 0.566361, 0.566361
0.419419, 0.565512, 0.565512
0.420420, 0.564661, 0.564661
0.421421, 0.563809, 0.563809
0.422422, 0.562955, 0.562955
0.423423, 0.562100, 0.562100
0.424424, 0.561244, 0.561244
0.425425, 0.560386, 0.560386
0.426426, 0.559526, 0.559526
0.427427, 0.558665, 0.558665
0.428428, 0.557803, 0.557803
0.429429, 0.556939, 0.556939
0.430430, 0.556074, 0.556074
0.431431, 0.555208, 0.555208
0.432432, 0.554340, 0.554340
0.433433, 0.553471, 0.553471
0.434434, 0.552601, 0.552601
0.435435, 0.551729, 0.551729
0.436436, 0.550856, 0.550856
0.437437, 0.549982, 0.549982
0.438438, 0.549106, 0.549106
0.439439, 0.548230, 0.548230
0.440440, 0.547352, 0.547352
0.441441, 0.546472, 0.546472
0.442442, 0.545592, 0.545592
0.443443, 0.544710, 0.544710
0.444444, 0.543828, 0.543828
0.445445, 0.542944, 0.542944
0.446446, 0.542058, 0.542058
0.447447, 0.541172, 0.541172
0.448448, 0.540285, 0.540285
0.449449, 0.539396, 0.539396
0.450450, 0.538506, 0.538506
0.451451, 0.537616, 0.537616
0.452452, 0.536724, 0.536724
0.453453, 0.535831, 0.535831
0.454454, 0.534937, 0.534937
0.455455, 0.534042, 0.534042
0.456456, 0.533145, 0.533145
0.457457, 0.532248, 0.532248
0.458458, 0.531350, 0.531350
0.459459, 0.530451, 0.530451
0.460460, 0.529550, 0.529550
0.461461, 0.528649, 0.528649
0.462462, 0.527747, 0.527747
0.463463, 0.526844, 0.526844
0.464464, 0.525939, 0.525939
0.465465, 0.525034, 0.525034
0.466466, 0.524128, 0.524128
0.467467, 0.523221, 0.523221
0.468468, 0.522313, 0.522313
0.469469, 0.521404, 0.521404
0.470470, 0.520494, 0.520494
0.471471, 0.519583, 0.519583
0.472472, 0.518671, 0.518671
0.473473, 0.517759, 0.517759
0.474474, 0.516845, 0.516845
0.475475, 0.515931, 0.515931
0.476476, 0.515016, 0.515016
0.477477, 0.514100, 0.514100
0.478478, 0.513183, 0.513183
0.479479, 0.512265, 0.512265
0.480480, 0.511347, 0.511347
0.481481, 0.510427, 0.510427
0.482482, 0.509507, 0.509507
0.483483, 0.508586, 0.508586
0.484484, 0.507664, 0.507664
0.485485, 0.506742, 0.506742
0.486486, 0.505819, 0.505819
0.487487, 0.504894, 0.504894
0.488488, 0.503969, 0.503969
0.489489, 0.503044, 0.503044
0.490490, 0.502117, 0.502117
0.491491, 0.501190, 0.501190
0.492492, 0.500262, 0.500262
0.493493, 0.499334, 0.499334
0.494494, 0.498404, 0.498404
0.495495, 0.497474, 0.497474
0.496496, 0.496544, 0.496544
0.497497, 0.495612, 0.495612
0.498498, 0.494680, 0.494680
0.499499, 0.493747, 0.493747
0.500501, 0.492814, 0.492814
0.501502, 0.491880, 0.491880
0.502503, 0.490945, 0.490945
0.503504, 0.490009, 0.490009
0.504505, 0.489073, 0.489073
0.505506, 0.488136, 0.488136
0.506507, 0.487199, 0.487199
0.507508, 0.486261, 0.486261
0.508509, 0.485322, 0.485322
0.509510, 0.484383, 0.484383
0.510511, 0.483443, 0.483443
0.511512, 0.482502, 0.482502
0.512513, 0.481561, 0.481561
0.513514, 0.480620, 0.480620
0.514515, 0.479677, 0.479677
0.515516, 0.478734, 0.478734
0.516517, 0.477791, 0.477791
0.517518, 0.476847, 0.476847
0.518519, 0.475902, 0.475902
0.519520, 0.474957, 0.474957
0.520521, 0.474011, 0.474011
0.521522, 0.473065, 0.473065
0.522523, 0.472118, 0.472118
0.523524, 0.471171, 0.471171
0.524525, 0.470223, 0.470223
0.525526, 0.469274, 0.469274
0.526527, 0.468325, 0.468325
0.527528, 0.467376, 0.467376
0.528529, 0.466426, 0.466426
0.529530, 0.465475, 0.465475
0.530531, 0.464524, 0.464524
0.531532, 0.463573, 0.463573
0.532533, 0.462621, 0.462621
0.533534, 0.461669, 0.461669
0.534535, 0.460716, 0.460716
0.535536, 0.459762, 0.459762
0.536537, 0.458808, 0.458808
0.537538, 0.457854, 0.457854
0.538539, 0.456899, 0.456899
0.539540, 0.455944, 0.455944
0.540541, 0.454988, 0.454988
0.541542, 0.454032, 0.454032
0.542543, 0.453075, 0.453075
0.543544, 0.452118, 0.452118
0.544545, 0.451160, 0.451160
0.545546, 0.450203, 0.450203
0.546547, 0.449244, 0.449244
0.547548, 0.448285, 0.448285
0.548549, 0.447326, 0.447326
0.549550, 0.446366, 0.446366
0.550551, 0.445406, 0.445406
0.551552, 0.444446, 0.444446
0.552553, 0.443485, 0.443485
0.553554, 0.442524, 0.442524
0.554555, 0.441562, 0.441562
0.555556, 0.440600, 0.440600
0.556557, 0.439638, 0.439638
0.557558, 0.438675, 0.438675
0.558559, 0.437712, 0.437712
0.559560, 0.436748, 0.436748
0.560561, 0.435784, 0.435784
0.561562, 0.434820, 0.434820
0.562563, 0.433855, 0.433855
0.563564, 0.432890, 0.432890
0.564565, 0.431925, 0.431925
0.565566, 0.430959, 0.430959
0.566567, 0.429993, 0.429993
0.567568, 0.429026, 0.429026
0.568569, 0.428059, 0.428059
0.569570, 0.427092, 0.427092
0.570571, 0.426125, 0.426125
0.571572, 0.425157, 0.425157
0.572573, 0.424189, 0.424189
0.573574, 0.423220, 0.423220
0.574575, 0.422252, 0.422252
0.575576, 0.421283, 0.421283
0.576577, 0.420313, 0.420313
0.577578, 0.419343, 0.419343
0.578579, 0.418373, 0.418373
0.579580, 0.417403, 0.417403
0.580581, 0.416432, 0.416432
0.581582, 0.415461, 0.415461
0.582583, 0.414490, 0.414490
0.583584, 0.413518, 0.413518
0.584585, 0.412547, 0.412547
0.585586, 0.411574, 0.411574
0.586587, 0.410602, 0.410602
0.587588, 0.409629, 0.409629
0.588589, 0.408656, 0.408656
0.589590, 0.407683, 0.407683
0.590591, 0.406710, 0.406710
0.591592, 0.405736, 0.405736
0.592593, 0.404762, 0.404762
0.593594, 0.403787, 0.403787
0.594595, 0.402813, 0.402813
0.595596, 0.401838, 0.401838
0.596597, 0.400863, 0.400863
0.597598, 0.399887, 0.399887
0.598599, 0.398912, 0.398912
0.599600, 0.397936, 0.397936
0.600601, 0.396959, 0.396959
0.601602, 0.395983, 0.395983
0.602603, 0.395006, 0.395006
0.603604, 0.394029, 0.394029
0.604605, 0.393052, 0.393052
0.605606, 0.392075, 0.392075
0.606607, 0.391097, 0.391097
0.607608, 0.390120, 0.390120
0.608609, 0.389141, 0.389141
0.609610, 0.388163, 0.388163
0.610611, 0.387185, 0.387185
0.611612, 0.386206, 0.386206
0.612613, 0.385227, 0.385227
0.613614, 0.384248, 0.384248
0.614615, 0.383268, 0.383268
0.615616, 0.382289, 0.382289
0.616617, 0.381309, 0.381309
0.617618, 0.380329, 0.380329
0.618619, 0.379349, 0.379349
0.619620, 0.378368, 0.378368
0.620621, 0.377388, 0.377388
0.621622, 0.376407, 0.376407
0.622623, 0.375426, 0.375426
0.623624, 0.374444, 0.374444
0.624625, 0.373463, 0.373463
0.625626, 0.372481, 0.372481
0.626627, 0.371499, 0.371499
0.627628, 0.370517, 0.370517
0.628629, 0.369535, 0.369535
0.629630, 0.368553, 0.368553
0.630631, 0.367570, 0.367570
0.631632, 0.366587, 0.366587
0.632633, 0.365604, 0.365604
0.633634, 0.364621, 0.364621
0.634635, 0.363638, 0.363638
0.635636, 0.362655, 0.362655
0.636637, 0.361671, 0.361671
0.637638, 0.360687, 0.360687
0.638639, 0.359703, 0.359703
0.639640, 0.358719, 0.358719
0.640641, 0.357735, 0.357735
0.641642, 0.356750, 0.356750
0.642643, 0.355765, 0.355765
0.643644, 0.354781, 0.354781
0.644645, 0.353796, 0.353796
0.645646, 0.352810, 0.352810
0.646647, 0.351825, 0.351825
0.647648, 0.350840, 0.350840
0.648649, 0.349854, 0.349854
0.649650, 0.348868, 0.348868
0.650651, 0.347882, 0.347882
0.651652, 0.346896, 0.346896
0.652653, 0.345910, 0.345910
0.653654, 0.344924, 0.344924
0.654655, 0.343937, 0.343937
0.655656, 0.342950, 0.342950
0.656657, 0.341964, 0.341964
0.657658, 0.340977, 0.340977
0.658659, 0.339990, 0.339990
0.659660, 0.339002, 0.339002
0.660661, 0.338015, 0.338015
0.661662, 0.337028, 0.337028
0.662663, 0.336040, 0.336040
0.663664, 0.335052, 0.335052
0.664665, 0.334064, 0.334064
0.665666, 0.333076, 0.333076
0.666667, 0.332088, 0.332088
0.667668, 0.331100, 0.331100
0.668669, 0.330112, 0.330112
0.669670, 0.329123, 0.329123
0.670671, 0.328134, 0.328134
0.671672, 0.327146, 0.327146
0.672673, 0.326157, 0.326157
0.673674, 0.325168, 0.325168
0.674675, 0.324179, 0.324179
0.675676, 0.323189, 0.323189
0.676677, 0.322200, 0.322200
0.677678, 0.321210, 0.321210
0.678679, 0.320221, 0.320221
0.679680, 0.319231, 0.319231
0.680681, 0.318241, 0.318241
0.681682, 0.317251, 0.317251
0.682683, 0.316261, 0.316261
0.683684, 0.315271, 0.315271
0.684685, 0.314281, 0.314281
0.685686, 0.313291, 0.313291
0.686687, 0.312300, 0.312300
0.687688, 0.311310, 0.311310
0.688689, 0.310319, 0.310319
0.689690, 0.309328, 0.309328
0.690691, 0.308337, 0.308337
0.691692, 0.307346, 0.307346
0.692693, 0.306355, 0.306355
0.693694, 0.305364, 0.305364
0.694695, 0.304373, 0.304373
0.695696, 0.303381, 0.303381
0.696697, 0.302390, 0.302390
0.697698, 0.301398, 0.301398
0.698699, 0.300407, 0.300407
0.699700, 0.299415, 0.299415
0.700701, 0.298423, 0.298423
0.701702, 0.297431, 0.297431
0.702703, 0.296439, 0.296439
0.703704, 0.295447, 0.295447
0.704705, 0.294455, 0.294455
0.705706, 0.293463, 0.293463
0.706707, 0.292470, 0.292470
0.707708, 0.291478, 0.291478
0.708709, 0.290485, 0.290485
0.709710, 0.289493, 0.289493
0.710711, 0.288500, 0.288500
0.711712, 0.287507, 0.287507
0.712713, 0.286514, 0.286514
0.713714, 0.285521, 0.285521
0.714715, 0.284528, 0.284528
0.715716, 0.283535, 0.283535
0.716717, 0.282542, 0.282542
0.717718, 0.281549, 0.281549
0.718719, 0.280555, 0.280555
0.719720, 0.279562, 0.279562
0.720721, 0.278568, 0.278568
0.721722, 0.277575, 0.277575
0.722723, 0.276581, 0.276581
0.723724, 0.275588, 0.275588
0.724725, 0.274594, 0.274594
0.725726, 0.273600, 0.273600
0.726727, 0.272606, 0.272606
0.727728, 0.271612, 0.271612
0.728729, 0.270618, 0.270618
0.729730, 0.269624, 0.269624
0.730731, 0.268630, 0.268630
0.731732, 0.267635, 0.267635
0.732733, 0.266641, 0.266641
0.733734, 0.265647, 0.265647
0.734735, 0.264652, 0.264652
0.735736, 0.263658, 0.263658
0.736737, 0.262663, 0.262663
0.737738, 0.261668, 0.261668
0.738739, 0.260674, 0.260674
0.739740, 0.259679, 0.259679
0.740741, 0.258684, 0.258684
0.741742, 0.257689, 0.257689
0.742743, 0.256694, 0.256694
0.743744, 0.255699, 0.255699
0.744745, 0.254704, 0.254704
0.745746, 0.253709, 0.253709
0.746747, 0.252714, 0.252714
0.747748, 0.251718, 0.251718
0.748749, 0.250723, 0.250723
0.749750, 0.249728, 0.249728
0.750751, 0.248732, 0.248732
0.751752, 0.247737, 0.247737
0.752753, 0.246741, 0.246741
0.753754, 0.245746, 0.245746
0.754755, 0.244750, 0.244750
0.755756, 0.243754, 0.243754
0.756757, 0.242759, 0.242759
0.757758, 0.241763, 0.241763
0.758759, 0.240767, 0.240767
0.759760, 0.239771, 0.239771
0.760761, 0.238775, 0.238775
0.761762, 0.237779, 0.237779
0.762763, 0.236783, 0.236783
0.763764, 0.235787, 0.235787
0.764765, 0.234791, 0.234791
0.765766, 0.233795, 0.233795
0.766767, 0.232798, 0.232798
0.767768, 0.231802, 0.231802
0.768769, 0.230806, 0.230806
0.769770, 0.229809, 0.229809
0.770771, 0.228813, 0.228813
0.771772, 0.227816, 0.227816
0.772773, 0.226820, 0.226820
0.773774, 0.225823, 0.225823
0.774775, 0.224827, 0.224827
0.775776, 0.223830, 0.223830
0.776777, 0.222833, 0.222833
0.777778, 0.221837, 0.221837
0.778779, 0.220840, 0.220840
0.779780, 0.219843, 0.219843
0.780781, 0.218846, 0.218846
0.781782, 0.217849, 0.217849
0.782783, 0.216852, 0.216852
0.783784, 0.215855, 0.215855
0.784785, 0.214858, 0.214858
0.785786, 0.213861, 0.213861
0.786787, 0.212864, 0.212864
0.787788, 0.211867, 0.211867
0.788789, 0.210870, 0.210870
0.789790, 0.209873, 0.209873
0.790791, 0.208876, 0.208876
0.791792, 0.207878, 0.207878
0.792793, 0.206881, 0.206881
0.793794, 0.205884, 0.205884
0.794795, 0.204886, 0.204886
0.795796, 0.203889, 0.203889
0.796797, 0.202891, 0.202891
0.797798, 0.201894, 0.201894
0.798799, 0.200896, 0.200896
0.799800, 0.199899, 0.199899
0.800801, 0.198901, 0.198901
0.801802, 0.197903, 0.197903
0.802803, 0.196906, 0.196906
0.803804, 0.195908, 0.195908
0.804805, 0.194910, 0.194910
0.805806, 0.193913, 0.193913
0.806807, 0.192915, 0.192915
0.807808, 0.191917, 0.191917
0.808809, 0.190919, 0.190919
0.809810, 0.189921, 0.189921
0.810811, 0.188923, 0.188923
0.811812, 0.187925, 0.187925
0.812813, 0.186927, 0.186927
0.813814, 0.185929, 0.185929
0.814815, 0.184931, 0.184931
0.815816, 0.183933, 0.183933
0.816817, 0.182935, 0.182935
0.817818, 0.181937, 0.181937
0.818819, 0.180939, 0.180939
0.819820, 0.179941, 0.179941
0.820821, 0.178943, 0.178943
0.821822, 0.177944, 0.177944
