x, u_gen, u_spec
0.039861, 0.288887, 0.288887
0.040177, 0.290691, 0.290691
0.040494, 0.292488, 0.292488
0.040810, 0.294278, 0.294278
0.041126, 0.296062, 0.296062
0.041443, 0.297840, 0.297840
0.041759, 0.299610, 0.299610
0.042075, 0.301374, 0.301374
0.042392, 0.303131, 0.303131
0.042708, 0.304882, 0.304882
0.043024, 0.306627, 0.306627
0.043341, 0.308365, 0.308365
0.043657, 0.310096, 0.310096
0.043973, 0.311821, 0.311821
0.044290, 0.313539, 0.313539
0.044606, 0.315251, 0.315251
0.044922, 0.316957, 0.316957
0.045239, 0.318656, 0.318656
0.045555, 0.320349, 0.320349
0.045872, 0.322035, 0.322035
0.046188, 0.323715, 0.323715
0.046504, 0.325389, 0.325389
0.046821, 0.327057, 0.327057
0.047137, 0.328718, 0.328718
0.047453, 0.330373, 0.330373
0.047770, 0.332022, 0.332022
0.048086, 0.333665, 0.333665
0.048402, 0.335301, 0.335301
0.048719, 0.336931, 0.336931
0.049035, 0.338556, 0.338556
0.049351, 0.340174, 0.340174
0.049668, 0.341785, 0.341785
0.049984, 0.343391, 0.343391
0.050301, 0.344991, 0.344991
0.050617, 0.346585, 0.346585
0.050933, 0.348172, 0.348172
0.051250, 0.349754, 0.349754
0.051566, 0.351329, 0.351329
0.051882, 0.352899, 0.352899
0.052199, 0.354463, 0.354463
0.052515, 0.356021, 0.356021
0.052831, 0.357572, 0.357572
0.053148, 0.359118, 0.359118
0.053464, 0.360658, 0.360658
0.053780, 0.362193, 0.362193
0.054097, 0.363721, 0.363721
0.054413, 0.365243, 0.365243
0.054730, 0.366760, 0.366760
0.055046, 0.368271, 0.368271
0.055362, 0.369776, 0.369776
0.055679, 0.371276, 0.371276
0.055995, 0.372769, 0.372769
0.056311, 0.374257, 0.374257
0.056628, 0.375740, 0.375740
0.056944, 0.377216, 0.377216
0.057260, 0.378687, 0.378687
0.057577, 0.380152, 0.380152
0.057893, 0.381612, 0.381612
0.058209, 0.383066, 0.383066
0.058526, 0.384514, 0.384514
0.058842, 0.385957, 0.385957
0.059158, 0.387394, 0.387394
0.059475, 0.388826, 0.388826
0.059791, 0.390252, 0.390252
0.060108, 0.391673, 0.391673
0.060424, 0.393088, 0.393088
0.060740, 0.394498, 0.394498
0.061057, 0.395903, 0.395903
0.061373, 0.397301, 0.397301
0.061689, 0.398695, 0.398695
0.062006, 0.400083, 0.400083
0.062322, 0.401466, 0.401466
0.062638, 0.402843, 0.402843
0.062955, 0.404215, 0.404215
0.063271, 0.405582, 0.405582
0.063587, 0.406943, 0.406943
0.063904, 0.408299, 0.408299
0.064220, 0.409650, 0.409650
0.064537, 0.410995, 0.410995
0.064853, 0.412335, 0.412335
0.065169, 0.413670, 0.413670
0.065486, 0.415000, 0.415000
0.065802, 0.416325, 0.416325
0.066118, 0.417644, 0.417644
0.066435, 0.418958, 0.418958
0.066751, 0.420267, 0.420267
0.067067, 0.421571, 0.421571
0.067384, 0.422870, 0.422870
0.067700, 0.424164, 0.424164
0.068016, 0.425453, 0.425453
0.068333, 0.426736, 0.426736
0.068649, 0.428015, 0.428015
0.068966, 0.429288, 0.429288
0.069282, 0.430557, 0.430557
0.069598, 0.431820, 0.431820
0.069915, 0.433079, 0.433079
0.070231, 0.434332, 0.434332
0.070547, 0.435581, 0.435581
0.070864, 0.436824, 0.436824
0.071180, 0.438063, 0.438063
0.071496, 0.439297, 0.439297
0.071813, 0.440525, 0.440525
0.072129, 0.441749, 0.441749
0.072445, 0.442969, 0.442969
0.072762, 0.444183, 0.444183
0.073078, 0.445392, 0.445392
0.073394, 0.446597, 0.446597
0.073711, 0.447797, 0.447797
0.074027, 0.448992, 0.448992
0.074344, 0.450182, 0.450182
0.074660, 0.451367, 0.451367
0.074976, 0.452548, 0.452548
0.075293, 0.453724, 0.453724
0.075609, 0.454895, 0.454895
0.075925, 0.456062, 0.456062
0.076242, 0.457224, 0.457224
0.076558, 0.458381, 0.458381
0.076874, 0.459534, 0.459534
0.077191, 0.460682, 0.460682
0.077507, 0.461825, 0.461825
0.077823, 0.462964, 0.462964
0.078140, 0.464098, 0.464098
0.078456, 0.465227, 0.465227
0.078773, 0.466352, 0.466352
0.079089, 0.467473, 0.467473
0.079405, 0.468589, 0.468589
0.079722, 0.469700, 0.469700
0.080038, 0.470807, 0.470807
0.080354, 0.471909, 0.471909
0.080671, 0.473007, 0.473007
0.080987, 0.474100, 0.474100
0.081303, 0.475189, 0.475189
0.081620, 0.476274, 0.476274
0.081936, 0.477354, 0.477354
0.082252, 0.478430, 0.478430
0.082569, 0.479501, 0.479501
0.082885, 0.480568, 0.480568
0.083202, 0.481630, 0.481630
0.083518, 0.482689, 0.482689
0.083834, 0.483742, 0.483742
0.084151, 0.484792, 0.484792
0.084467, 0.485837, 0.485837
0.084783, 0.486878, 0.486878
0.085100, 0.487915, 0.487915
0.085416, 0.488947, 0.488947
0.085732, 0.489975, 0.489975
0.086049, 0.490999, 0.490999
0.086365, 0.492018, 0.492018
0.086681, 0.493034, 0.493034
0.086998, 0.494045, 0.494045
0.087314, 0.495052, 0.495052
0.087630, 0.496055, 0.496055
0.087947, 0.497053, 0.497053
0.088263, 0.498048, 0.498048
0.088580, 0.499038, 0.499038
0.088896, 0.500024, 0.500024
0.089212, 0.501006, 0.501006
0.089529, 0.501984, 0.501984
0.089845, 0.502958, 0.502958
0.090161, 0.503928, 0.503928
0.090478, 0.504894, 0.504894
0.090794, 0.505856, 0.505856
0.091110, 0.506813, 0.506813
0.091427, 0.507767, 0.507767
0.091743, 0.508717, 0.508717
0.092059, 0.509662, 0.509662
0.092376, 0.510604, 0.510604
0.092692, 0.511542, 0.511542
0.093009, 0.512475, 0.512475
0.093325, 0.513405, 0.513405
0.093641, 0.514331, 0.514331
0.093958, 0.515253, 0.515253
0.094274, 0.516171, 0.516171
0.094590, 0.517085, 0.517085
0.094907, 0.517995, 0.517995
0.095223, 0.518901, 0.518901
0.095539, 0.519804, 0.519804
0.095856, 0.520703, 0.520703
0.096172, 0.521597, 0.521597
0.096488, 0.522488, 0.522488
0.096805, 0.523375, 0.523375
0.097121, 0.524259, 0.524259
0.097438, 0.525138, 0.525138
0.097754, 0.526014, 0.526014
0.098070, 0.526886, 0.526886
0.098387, 0.527754, 0.527754
0.098703, 0.528619, 0.528619
0.099019, 0.529480, 0.529480
0.099336, 0.530337, 0.530337
0.099652, 0.531190, 0.531190
0.099968, 0.532040, 0.532040
0.100285, 0.532886, 0.532886
0.100601, 0.533728, 0.533728
0.100917, 0.534567, 0.534567
0.101234, 0.535402, 0.535402
0.101550, 0.536233, 0.536233
0.101866, 0.537061, 0.537061
0.102183, 0.537885, 0.537885
0.102499, 0.538706, 0.538706
0.102816, 0.539523, 0.539523
0.103132, 0.540336, 0.540336
0.103448, 0.541146, 0.541146
0.103765, 0.541952, 0.541952
0.104081, 0.542755, 0.542755
0.104397, 0.543554, 0.543554
0.104714, 0.544350, 0.544350
0.105030, 0.545142, 0.545142
0.105346, 0.545930, 0.545930
0.105663, 0.546715, 0.546715
0.105979, 0.547497, 0.547497
0.106295, 0.548275, 0.548275
0.106612, 0.549050, 0.549050
0.106928, 0.549821, 0.549821
0.107245, 0.550589, 0.550589
0.107561, 0.551354, 0.551354
0.107877, 0.552115, 0.552115
0.108194, 0.552872, 0.552872
0.108510, 0.553626, 0.553626
0.108826, 0.554377, 0.554377
0.109143, 0.555125, 0.555125
0.109459, 0.555869, 0.555869
0.109775, 0.556610, 0.556610
0.110092, 0.557347, 0.557347
0.110408, 0.558081, 0.558081
0.110724, 0.558812, 0.558812
0.111041, 0.559539, 0.559539
0.111357, 0.560263, 0.560263
0.111674, 0.560984, 0.560984
0.111990, 0.561702, 0.561702
0.112306, 0.562416, 0.562416
0.112623, 0.563127, 0.563127
0.112939, 0.563835, 0.563835
0.113255, 0.564540, 0.564540
0.113572, 0.565241, 0.565241
0.113888, 0.565939, 0.565939
0.114204, 0.566634, 0.566634
0.114521, 0.567326, 0.567326
0.114837, 0.568015, 0.568015
0.115153, 0.568700, 0.568700
0.115470, 0.569382, 0.569382
0.115786, 0.570061, 0.570061
0.116102, 0.570737, 0.570737
0.116419, 0.571410, 0.571410
0.116735, 0.572080, 0.572080
0.117052, 0.572746, 0.572746
0.117368, 0.573410, 0.573410
0.117684, 0.574070, 0.574070
0.118001, 0.574727, 0.574727
0.118317, 0.575382, 0.575382
0.118633, 0.576033, 0.576033
0.118950, 0.576681, 0.576681
0.119266, 0.577326, 0.577326
0.119582, 0.577968, 0.577968
0.119899, 0.578607, 0.578607
0.120215, 0.579243, 0.579243
0.120531, 0.579876, 0.579876
0.120848, 0.580506, 0.580506
0.121164, 0.581133, 0.581133
0.121481, 0.581757, 0.581757
0.121797, 0.582378, 0.582378
0.122113, 0.582996, 0.582996
0.122430, 0.583611, 0.583611
0.122746, 0.584223, 0.584223
0.123062, 0.584832, 0.584832
0.123379, 0.585439, 0.585439
0.123695, 0.586042, 0.586042
0.124011, 0.586642, 0.586642
0.124328, 0.587240, 0.587240
0.124644, 0.587835, 0.587835
0.124960, 0.588427, 0.588427
0.125277, 0.589016, 0.589016
0.125593, 0.589602, 0.589602
0.125910, 0.590185, 0.590185
0.126226, 0.590765, 0.590765
0.126542, 0.591343, 0.591343
0.126859, 0.591918, 0.591918
0.127175, 0.592490, 0.592490
0.127491, 0.593059, 0.593059
0.127808, 0.593625, 0.593625
0.128124, 0.594189, 0.594189
0.128440, 0.594749, 0.594749
0.128757, 0.595307, 0.595307
0.129073, 0.595863, 0.595863
0.129389, 0.596415, 0.596415
0.129706, 0.596965, 0.596965
0.130022, 0.597512, 0.597512
0.130339, 0.598056, 0.598056
0.130655, 0.598598, 0.598598
0.130971, 0.599136, 0.599136
0.131288, 0.599673, 0.599673
0.131604, 0.600206, 0.600206
0.131920, 0.600737, 0.600737
0.132237, 0.601265, 0.601265
0.132553, 0.601790, 0.601790
0.132869, 0.602313, 0.602313
0.133186, 0.602833, 0.602833
0.133502, 0.603351, 0.603351
0.133818, 0.603866, 0.603866
0.134135, 0.604378, 0.604378
0.134451, 0.604887, 0.604887
0.134767, 0.605394, 0.605394
0.135084, 0.605899, 0.605899
0.135400, 0.606401, 0.606401
0.135717, 0.606900, 0.606900
0.136033, 0.607396, 0.607396
0.136349, 0.607890, 0.607890
0.136666, 0.608382, 0.608382
0.136982, 0.608871, 0.608871
0.137298, 0.609357, 0.609357
0.137615, 0.609841, 0.609841
0.137931, 0.610323, 0.610323
0.138247, 0.610801, 0.610801
0.138564, 0.611278, 0.611278
0.138880, 0.611752, 0.611752
0.139196, 0.612223, 0.612223
0.139513, 0.612692, 0.612692
0.139829, 0.613158, 0.613158
0.140146, 0.613622, 0.613622
0.140462, 0.614083, 0.614083
0.140778, 0.614542, 0.614542
0.141095, 0.614999, 0.614999
0.141411, 0.615453, 0.615453
0.141727, 0.615905, 0.615905
0.142044, 0.616354, 0.616354
0.142360, 0.616801, 0.616801
0.142676, 0.617245, 0.617245
0.142993, 0.617687, 0.617687
0.143309, 0.618127, 0.618127
0.143625, 0.618564, 0.618564
0.143942, 0.618999, 0.618999
0.144258, 0.619431, 0.619431
0.144575, 0.619861, 0.619861
0.144891, 0.620289, 0.620289
0.145207, 0.620714, 0.620714
0.145524, 0.621137, 0.621137
0.145840, 0.621558, 0.621558
0.146156, 0.621976, 0.621976
0.146473, 0.622392, 0.622392
0.146789, 0.622806, 0.622806
0.147105, 0.623217, 0.623217
0.147422, 0.623627, 0.623627
0.147738, 0.624033, 0.624033
0.148054, 0.624438, 0.624438
0.148371, 0.624840, 0.624840
0.148687, 0.625240, 0.625240
0.149003, 0.625638, 0.625638
0.149320, 0.626033, 0.626033
0.149636, 0.626427, 0.626427
0.149953, 0.626818, 0.626818
0.150269, 0.627206, 0.627206
0.150585, 0.627593, 0.627593
0.150902, 0.627977, 0.627977
0.151218, 0.628359, 0.628359
0.151534, 0.628739, 0.628739
0.151851, 0.629117, 0.629117
0.152167, 0.629492, 0.629492
0.152483, 0.629866, 0.629866
0.152800, 0.630237, 0.630237
0.153116, 0.630606, 0.630606
0.153432, 0.630973, 0.630973
0.153749, 0.631337, 0.631337
0.154065, 0.631700, 0.631700
0.154382, 0.632060, 0.632060
0.154698, 0.632418, 0.632418
0.155014, 0.632775, 0.632775
0.155331, 0.633128, 0.633128
0.155647, 0.633480, 0.633480
0.155963, 0.633830, 0.633830
0.156280, 0.634178, 0.634178
0.156596, 0.634523, 0.634523
0.156912, 0.634867, 0.634867
0.157229, 0.635208, 0.635208
0.157545, 0.635547, 0.635547
0.157861, 0.635884, 0.635884
0.158178, 0.636220, 0.636220
0.158494, 0.636553, 0.636553
0.158811, 0.636884, 0.636884
0.159127, 0.637213, 0.637213
0.159443, 0.637540, 0.637540
0.159760, 0.637865, 0.637865
0.160076, 0.638188, 0.638188
0.160392, 0.638508, 0.638508
0.160709, 0.638827, 0.638827
0.161025, 0.639144, 0.639144
0.161341, 0.639459, 0.639459
0.161658, 0.639772, 0.639772
0.161974, 0.640083, 0.640083
0.162290, 0.640392, 0.640392
0.162607, 0.640699, 0.640699
0.162923, 0.641003, 0.641003
0.163239, 0.641306, 0.641306
0.163556, 0.641608, 0.641608
0.163872, 0.641907, 0.641907
0.164189, 0.642204, 0.642204
0.164505, 0.642499, 0.642499
0.164821, 0.642792, 0.642792
0.165138, 0.643084, 0.643084
0.165454, 0.643373, 0.643373
0.165770, 0.643660, 0.643660
0.166087, 0.643946, 0.643946
0.166403, 0.644230, 0.644230
0.166719, 0.644512, 0.644512
0.167036, 0.644792, 0.644792
0.167352, 0.645070, 0.645070
0.167668, 0.645346, 0.645346
0.167985, 0.645620, 0.645620
0.168301, 0.645892, 0.645892
0.168618, 0.646163, 0.646163
0.168934, 0.646432, 0.646432
0.169250, 0.646699, 0.646699
0.169567, 0.646964, 0.646964
0.169883, 0.647227, 0.647227
0.170199, 0.647488, 0.647488
0.170516, 0.647748, 0.647748
0.170832, 0.648005, 0.648005
0.171148, 0.648261, 0.648261
0.171465, 0.648515, 0.648515
0.171781, 0.648768, 0.648768
0.172097, 0.649018, 0.649018
0.172414, 0.649267, 0.649267
0.172730, 0.649514, 0.649514
0.173047, 0.649759, 0.649759
0.173363, 0.650002, 0.650002
0.173679, 0.650244, 0.650244
0.173996, 0.650484, 0.650484
0.174312, 0.650722, 0.650722
0.174628, 0.650958, 0.650958
0.174945, 0.651193, 0.651193
0.175261, 0.651425, 0.651425
0.175577, 0.651657, 0.651657
0.175894, 0.651886, 0.651886
0.176210, 0.652114, 0.652114
0.176526, 0.652339, 0.652339
0.176843, 0.652564, 0.652564
0.177159, 0.652786, 0.652786
0.177475, 0.653007, 0.653007
0.177792, 0.653226, 0.653226
0.178108, 0.653444, 0.653444
0.178425, 0.653659, 0.653659
0.178741, 0.653873, 0.653873
0.179057, 0.654086, 0.654086
0.179374, 0.654296, 0.654296
0.179690, 0.654505, 0.654505
0.180006, 0.654713, 0.654713
0.180323, 0.654919, 0.654919
0.180639, 0.655123, 0.655123
0.180955, 0.655325, 0.655325
0.181272, 0.655526, 0.655526
0.181588, 0.655725, 0.655725
0.181904, 0.655923, 0.655923
0.182221, 0.656119, 0.656119
0.182537, 0.656313, 0.656313
0.182854, 0.656506, 0.656506
0.183170, 0.656697, 0.656697
0.183486, 0.656886, 0.656886
0.183803, 0.657074, 0.657074
0.184119, 0.657260, 0.657260
0.184435, 0.657445, 0.657445
0.184752, 0.657628, 0.657628
0.185068, 0.657810, 0.657810
0.185384, 0.657990, 0.657990
0.185701, 0.658168, 0.658168
0.186017, 0.658345, 0.658345
0.186333, 0.658520, 0.658520
0.186650, 0.658694, 0.658694
0.186966, 0.658866, 0.658866
0.187283, 0.659037, 0.659037
0.187599, 0.659206, 0.659206
0.187915, 0.659373, 0.659373
0.188232, 0.659539, 0.659539
0.188548, 0.659704, 0.659704
0.188864, 0.659867, 0.659867
0.189181, 0.660028, 0.660028
0.189497, 0.660188, 0.660188
0.189813, 0.660347, 0.660347
0.190130, 0.660504, 0.660504
0.190446, 0.660659, 0.660659
0.190762, 0.660813, 0.660813
0.191079, 0.660966, 0.660966
0.191395, 0.661117, 0.661117
0.191711, 0.661266, 0.661266
0.192028, 0.661414, 0.661414
0.192344, 0.661561, 0.661561
0.192661, 0.661706, 0.661706
0.192977, 0.661850, 0.661850
0.193293, 0.661992, 0.661992
0.193610, 0.662133, 0.662133
0.193926, 0.662272, 0.662272
0.194242, 0.662410, 0.662410
0.194559, 0.662546, 0.662546
0.194875, 0.662681, 0.662681
0.195191, 0.662815, 0.662815
0.195508, 0.662947, 0.662947
0.195824, 0.663078, 0.663078
0.196140, 0.663207, 0.663207
0.196457, 0.663335, 0.663335
0.196773, 0.663462, 0.663462
0.197090, 0.663587, 0.663587
0.197406, 0.663711, 0.663711
0.197722, 0.663833, 0.663833
0.198039, 0.663954, 0.663954
0.198355, 0.664073, 0.664073
0.198671, 0.664192, 0.664192
0.198988, 0.664309, 0.664309
0.199304, 0.664424, 0.664424
0.199620, 0.664538, 0.664538
0.199937, 0.664651, 0.664651
0.200253, 0.664762, 0.664762
0.200569, 0.664872, 0.664872
0.200886, 0.664981, 0.664981
0.201202, 0.665088, 0.665088
0.201519, 0.665194, 0.665194
0.201835, 0.665299, 0.665299
0.202151, 0.665402, 0.665402
0.202468, 0.665504, 0.665504
0.202784, 0.665605, 0.665605
0.203100, 0.665705, 0.665705
0.203417, 0.665803, 0.665803
0.203733, 0.665899, 0.665899
0.204049, 0.665995, 0.665995
0.204366, 0.666089, 0.666089
0.204682, 0.666182, 0.666182
0.204998, 0.666273, 0.666273
0.205315, 0.666364, 0.666364
0.205631, 0.666453, 0.666453
0.205947, 0.666540, 0.666540
0.206264, 0.666627, 0.666627
0.206580, 0.666712, 0.666712
0.206897, 0.666796, 0.666796
0.207213, 0.666879, 0.666879
0.207529, 0.666960, 0.666960
0.207846, 0.667040, 0.667040
0.208162, 0.667119, 0.667119
0.208478, 0.667197, 0.667197
0.208795, 0.667273, 0.667273
0.209111, 0.667348, 0.667348
0.209427, 0.667422, 0.667422
0.209744, 0.667495, 0.667495
0.210060, 0.667566, 0.667566
0.210376, 0.667636, 0.667636
0.210693, 0.667705, 0.667705
0.211009, 0.667773, 0.667773
0.211326, 0.667840, 0.667840
0.211642, 0.667905, 0.667905
0.211958, 0.667969, 0.667969
0.212275, 0.668032, 0.668032
0.212591, 0.668094, 0.668094
0.212907, 0.668154, 0.668154
0.213224, 0.668214, 0.668214
0.213540, 0.668272, 0.668272
0.213856, 0.668329, 0.668329
0.214173, 0.668385, 0.668385
0.214489, 0.668439, 0.668439
0.214805, 0.668493, 0.668493
0.215122, 0.668545, 0.668545
0.215438, 0.668596, 0.668596
0.215755, 0.668646, 0.668646
0.216071, 0.668695, 0.668695
0.216387, 0.668743, 0.668743
0.216704, 0.668789, 0.668789
0.217020, 0.668835, 0.668835
0.217336, 0.668879, 0.668879
0.217653, 0.668922, 0.668922
0.217969, 0.668964, 0.668964
0.218285, 0.669005, 0.669005
0.218602, 0.669044, 0.669044
0.218918, 0.669083, 0.669083
0.219234, 0.669120, 0.669120
0.219551, 0.669157, 0.669157
0.219867, 0.669192, 0.669192
0.220183, 0.669226, 0.669226
0.220500, 0.669259, 0.669259
0.220816, 0.669291, 0.669291
0.221133, 0.669322, 0.669322
0.221449, 0.669351, 0.669351
0.221765, 0.669380, 0.669380
0.222082, 0.669407, 0.669407
0.222398, 0.669434, 0.669434
0.222714, 0.669459, 0.669459
0.223031, 0.669483, 0.669483
0.223347, 0.669507, 0.669507
0.223663, 0.669529, 0.669529
0.223980, 0.669550, 0.669550
0.224296, 0.669570, 0.669570
0.224612, 0.669589, 0.669589
0.224929, 0.669607, 0.669607
0.225245, 0.669623, 0.669623
0.225562, 0.669639, 0.669639
0.225878, 0.669654, 0.669654
0.226194, 0.669667, 0.669667
0.226511, 0.669680, 0.669680
0.226827, 0.669692, 0.669692
0.227143, 0.669702, 0.669702
0.227460, 0.669712, 0.669712
0.227776, 0.669720, 0.669720
0.228092, 0.669728, 0.669728
0.228409, 0.669734, 0.669734
0.228725, 0.669739, 0.669739
0.229041, 0.669744, 0.669744
0.229358, 0.669747, 0.669747
0.229674, 0.669750, 0.669750
0.229991, 0.669751, 0.669751
0.230307, 0.669751, 0.669751
0.230623, 0.669751, 0.669751
0.230940, 0.669749, 0.669749
0.231256, 0.669746, 0.669746
0.231572, 0.669743, 0.669743
0.231889, 0.669738, 0.669738
0.232205, 0.669733, 0.669733
0.232521, 0.669726, 0.669726
0.232838, 0.669719, 0.669719
0.233154, 0.669710, 0.669710
0.233470, 0.669700, 0.669700
0.233787, 0.669690, 0.669690
0.234103, 0.669679, 0.669679
0.234419, 0.669666, 0.669666
0.234736, 0.669653, 0.669653
0.235052, 0.669639, 0.669639
0.235369, 0.669623, 0.669623
0.235685, 0.669607, 0.669607
0.236001, 0.669590, 0.669590
0.236318, 0.669572, 0.669572
0.236634, 0.669553, 0.669553
0.236950, 0.669533, 0.669533
0.237267, 0.669512, 0.669512
0.237583, 0.669490, 0.669490
0.237899, 0.669467, 0.669467
0.238216, 0.669443, 0.669443
0.238532, 0.669419, 0.669419
0.238848, 0.669393, 0.669393
0.239165, 0.669367, 0.669367
0.239481, 0.669339, 0.669339
0.239798, 0.669311, 0.669311
0.240114, 0.669282, 0.669282
0.240430, 0.669252, 0.669252
0.240747, 0.669221, 0.669221
0.241063, 0.669189, 0.669189
0.241379, 0.669156, 0.669156
0.241696, 0.669122, 0.669122
0.242012, 0.669087, 0.669087
0.242328, 0.669052, 0.669052
0.242645, 0.669016, 0.669016
0.242961, 0.668978, 0.668978
0.243277, 0.668940, 0.668940
0.243594, 0.668901, 0.668901
0.243910, 0.668861, 0.668861
0.244227, 0.668820, 0.668820
0.244543, 0.668779, 0.668779
0.244859, 0.668736, 0.668736
0.245176, 0.668693, 0.668693
0.245492, 0.668649, 0.668649
0.245808, 0.668603, 0.668603
0.246125, 0.668557, 0.668557
0.246441, 0.668511, 0.668511
0.246757, 0.668463, 0.668463
0.247074, 0.668414, 0.668414
0.247390, 0.668365, 0.668365
0.247706, 0.668315, 0.668315
0.248023, 0.668264, 0.668264
0.248339, 0.668212, 0.668212
0.248655, 0.668159, 0.668159
0.248972, 0.668106, 0.668106
0.249288, 0.668051, 0.668051
0.249605, 0.667996, 0.667996
0.249921, 0.667940, 0.667940
0.250237, 0.667883, 0.667883
0.250554, 0.667825, 0.667825
0.250870, 0.667767, 0.667767
0.251186, 0.667708, 0.667708
0.251503, 0.667647, 0.667647
0.251819, 0.667586, 0.667586
0.252135, 0.667525, 0.667525
0.252452, 0.667462, 0.667462
0.252768, 0.667399, 0.667399
0.253084, 0.667335, 0.667335
0.253401, 0.667270, 0.667270
0.253717, 0.667204, 0.667204
0.254034, 0.667137, 0.667137
0.254350, 0.667070, 0.667070
0.254666, 0.667002, 0.667002
0.254983, 0.666933, 0.666933
0.255299, 0.666863, 0.666863
0.255615, 0.666793, 0.666793
0.255932, 0.666722, 0.666722
0.256248, 0.666650, 0.666650
0.256564, 0.666577, 0.666577
0.256881, 0.666503, 0.666503
0.257197, 0.666429, 0.666429
0.257513, 0.666354, 0.666354
0.257830, 0.666278, 0.666278
0.258146, 0.666202, 0.666202
0.258463, 0.666124, 0.666124
0.258779, 0.666046, 0.666046
0.259095, 0.665967, 0.665967
0.259412, 0.665888, 0.665888
0.259728, 0.665807, 0.665807
