x, u_gen, u_spec
0.260044, 0.665726, 0.665726
0.260361, 0.665644, 0.665644
0.260677, 0.665562, 0.665562
0.260993, 0.665479, 0.665479
0.261310, 0.665394, 0.665394
0.261626, 0.665310, 0.665310
0.261942, 0.665224, 0.665224
0.262259, 0.665138, 0.665138
0.262575, 0.665051, 0.665051
0.262891, 0.664963, 0.664963
0.263208, 0.664875, 0.664875
0.263524, 0.664786, 0.664786
0.263841, 0.664696, 0.664696
0.264157, 0.664605, 0.664605
0.264473, 0.664514, 0.664514
0.264790, 0.664422, 0.664422
0.265106, 0.664329, 0.664329
0.265422, 0.664236, 0.664236
0.265739, 0.664142, 0.664142
0.266055, 0.664047, 0.664047
0.266371, 0.663951, 0.663951
0.266688, 0.663855, 0.663855
0.267004, 0.663758, 0.663758
0.267320, 0.663660, 0.663660
0.267637, 0.663562, 0.663562
0.267953, 0.663463, 0.663463
0.268270, 0.663363, 0.663363
0.268586, 0.663263, 0.663263
0.268902, 0.663162, 0.663162
0.269219, 0.663060, 0.663060
0.269535, 0.662958, 0.662958
0.269851, 0.662855, 0.662855
0.270168, 0.662751, 0.662751
0.270484, 0.662647, 0.662647
0.270800, 0.662542, 0.662542
0.271117, 0.662436, 0.662436
0.271433, 0.662329, 0.662329
0.271749, 0.662222, 0.662222
0.272066, 0.662115, 0.662115
0.272382, 0.662006, 0.662006
0.272699, 0.661897, 0.661897
0.273015, 0.661787, 0.661787
0.273331, 0.661677, 0.661677
0.273648, 0.661566, 0.661566
0.273964, 0.661454, 0.661454
0.274280, 0.661342, 0.661342
0.274597, 0.661229, 0.661229
0.274913, 0.661115, 0.661115
0.275229, 0.661001, 0.661001
0.275546, 0.660886, 0.660886
0.275862, 0.660771, 0.660771
0.276178, 0.660655, 0.660655
0.276495, 0.660538, 0.660538
0.276811, 0.660420, 0.660420
0.277127, 0.660302, 0.660302
0.277444, 0.660184, 0.660184
0.277760, 0.660064, 0.660064
0.278077, 0.659944, 0.659944
0.278393, 0.659824, 0.659824
0.278709, 0.659703, 0.659703
0.279026, 0.659581, 0.659581
0.279342, 0.659459, 0.659459
0.279658, 0.659336, 0.659336
0.279975, 0.659212, 0.659212
0.280291, 0.659088, 0.659088
0.280607, 0.658963, 0.658963
0.280924, 0.658838, 0.658838
0.281240, 0.658711, 0.658711
0.281556, 0.658585, 0.658585
0.281873, 0.658458, 0.658458
0.282189, 0.658330, 0.658330
0.282506, 0.658201, 0.658201
0.282822, 0.658072, 0.658072
0.283138, 0.657943, 0.657943
0.283455, 0.657813, 0.657813
0.283771, 0.657682, 0.657682
0.284087, 0.657550, 0.657550
0.284404, 0.657418, 0.657418
0.284720, 0.657286, 0.657286
0.285036, 0.657153, 0.657153
0.285353, 0.657019, 0.657019
0.285669, 0.656885, 0.656885
0.285985, 0.656750, 0.656750
0.286302, 0.656614, 0.656614
0.286618, 0.656478, 0.656478
0.286935, 0.656342, 0.656342
0.287251, 0.656205, 0.656205
0.287567, 0.656067, 0.656067
0.287884, 0.655929, 0.655929
0.288200, 0.655790, 0.655790
0.288516, 0.655651, 0.655651
0.288833, 0.655511, 0.655511
0.289149, 0.655370, 0.655370
0.289465, 0.655229, 0.655229
0.289782, 0.655087, 0.655087
0.290098, 0.654945, 0.654945
0.290414, 0.654803, 0.654803
0.290731, 0.654659, 0.654659
0.291047, 0.654515, 0.654515
0.291363, 0.654371, 0.654371
0.291680, 0.654226, 0.654226
0.291996, 0.654081, 0.654081
0.292313, 0.653935, 0.653935
0.292629, 0.653788, 0.653788
0.292945, 0.653641, 0.653641
0.293262, 0.653494, 0.653494
0.293578, 0.653345, 0.653345
0.293894, 0.653197, 0.653197
0.294211, 0.653048, 0.653048
0.294527, 0.652898, 0.652898
0.294843, 0.652748, 0.652748
0.295160, 0.652597, 0.652597
0.295476, 0.652446, 0.652446
0.295792, 0.652294, 0.652294
0.296109, 0.652142, 0.652142
0.296425, 0.651989, 0.651989
0.296742, 0.651835, 0.651835
0.297058, 0.651681, 0.651681
0.297374, 0.651527, 0.651527
0.297691, 0.651372, 0.651372
0.298007, 0.651217, 0.651217
0.298323, 0.651061, 0.651061
0.298640, 0.650904, 0.650904
0.298956, 0.650747, 0.650747
0.299272, 0.650590, 0.650590
0.299589, 0.650432, 0.650432
0.299905, 0.650274, 0.650274
0.300221, 0.650115, 0.650115
0.300538, 0.649955, 0.649955
0.300854, 0.649795, 0.649795
0.301171, 0.649635, 0.649635
0.301487, 0.649474, 0.649474
0.301803, 0.649313, 0.649313
0.302120, 0.649151, 0.649151
0.302436, 0.648988, 0.648988
0.302752, 0.648825, 0.648825
0.303069, 0.648662, 0.648662
0.303385, 0.648498, 0.648498
0.303701, 0.648334, 0.648334
0.304018, 0.648169, 0.648169
0.304334, 0.648004, 0.648004
0.304650, 0.647838, 0.647838
0.304967, 0.647672, 0.647672
0.305283, 0.647505, 0.647505
0.305599, 0.647338, 0.647338
0.305916, 0.647170, 0.647170
0.306232, 0.647002, 0.647002
0.306549, 0.646834, 0.646834
0.306865, 0.646665, 0.646665
0.307181, 0.646495, 0.646495
0.307498, 0.646325, 0.646325
0.307814, 0.646155, 0.646155
0.308130, 0.645984, 0.645984
0.308447, 0.645812, 0.645812
0.308763, 0.645641, 0.645641
0.309079, 0.645468, 0.645468
0.309396, 0.645296, 0.645296
0.309712, 0.645122, 0.645122
0.310028, 0.644949, 0.644949
0.310345, 0.644775, 0.644775
0.310661, 0.644600, 0.644600
0.310978, 0.644425, 0.644425
0.311294, 0.644250, 0.644250
0.311610, 0.644074, 0.644074
0.311927, 0.643897, 0.643897
0.312243, 0.643721, 0.643721
0.312559, 0.643543, 0.643543
0.312876, 0.643366, 0.643366
0.313192, 0.643188, 0.643188
0.313508, 0.643009, 0.643009
0.313825, 0.642830, 0.642830
0.314141, 0.642651, 0.642651
0.314457, 0.642471, 0.642471
0.314774, 0.642291, 0.642291
0.315090, 0.642110, 0.642110
0.315407, 0.641929, 0.641929
0.315723, 0.641747, 0.641747
0.316039, 0.641565, 0.641565
0.316356, 0.641383, 0.641383
0.316672, 0.641200, 0.641200
0.316988, 0.641017, 0.641017
0.317305, 0.640833, 0.640833
0.317621, 0.640649, 0.640649
0.317937, 0.640465, 0.640465
0.318254, 0.640280, 0.640280
0.318570, 0.640095, 0.640095
0.318886, 0.639909, 0.639909
0.319203, 0.639723, 0.639723
0.319519, 0.639536, 0.639536
0.319835, 0.639349, 0.639349
0.320152, 0.639162, 0.639162
0.320468, 0.638974, 0.638974
0.320785, 0.638786, 0.638786
0.321101, 0.638597, 0.638597
0.321417, 0.638408, 0.638408
0.321734, 0.638219, 0.638219
0.322050, 0.638029, 0.638029
0.322366, 0.637839, 0.637839
0.322683, 0.637648, 0.637648
0.322999, 0.637457, 0.637457
0.323315, 0.637266, 0.637266
0.323632, 0.637074, 0.637074
0.323948, 0.636882, 0.636882
0.324264, 0.636689, 0.636689
0.324581, 0.636496, 0.636496
0.324897, 0.636303, 0.636303
0.325214, 0.636109, 0.636109
0.325530, 0.635915, 0.635915
0.325846, 0.635721, 0.635721
0.326163, 0.635526, 0.635526
0.326479, 0.635330, 0.635330
0.326795, 0.635135, 0.635135
0.327112, 0.634939, 0.634939
0.327428, 0.634742, 0.634742
0.327744, 0.634545, 0.634545
0.328061, 0.634348, 0.634348
0.328377, 0.634151, 0.634151
0.328693, 0.633953, 0.633953
0.329010, 0.633754, 0.633754
0.329326, 0.633556, 0.633556
0.329643, 0.633357, 0.633357
0.329959, 0.633157, 0.633157
0.330275, 0.632957, 0.632957
0.330592, 0.632757, 0.632757
0.330908, 0.632557, 0.632557
0.331224, 0.632356, 0.632356
0.331541, 0.632155, 0.632155
0.331857, 0.631953, 0.631953
0.332173, 0.631751, 0.631751
0.332490, 0.631549, 0.631549
0.332806, 0.631346, 0.631346
0.333122, 0.631143, 0.631143
0.333439, 0.630939, 0.630939
0.333755, 0.630736, 0.630736
0.334071, 0.630532, 0.630532
0.334388, 0.630327, 0.630327
0.334704, 0.630122, 0.630122
0.335021, 0.629917, 0.629917
0.335337, 0.629711, 0.629711
0.335653, 0.629506, 0.629506
0.335970, 0.629299, 0.629299
0.336286, 0.629093, 0.629093
0.336602, 0.628886, 0.628886
0.336919, 0.628678, 0.628678
0.337235, 0.628471, 0.628471
0.337551, 0.628263, 0.628263
0.337868, 0.628055, 0.628055
0.338184, 0.627846, 0.627846
0.338500, 0.627637, 0.627637
0.338817, 0.627428, 0.627428
0.339133, 0.627218, 0.627218
0.339450, 0.627008, 0.627008
0.339766, 0.626798, 0.626798
0.340082, 0.626587, 0.626587
0.340399, 0.626376, 0.626376
0.340715, 0.626164, 0.626164
0.341031, 0.625953, 0.625953
0.341348, 0.625741, 0.625741
0.341664, 0.625528, 0.625528
0.341980, 0.625316, 0.625316
0.342297, 0.625103, 0.625103
0.342613, 0.624889, 0.624889
0.342929, 0.624676, 0.624676
0.343246, 0.624462, 0.624462
0.343562, 0.624248, 0.624248
0.343879, 0.624033, 0.624033
0.344195, 0.623818, 0.623818
0.344511, 0.623603, 0.623603
0.344828, 0.623387, 0.623387
0.345144, 0.623171, 0.623171
0.345460, 0.622955, 0.622955
0.345777, 0.622738, 0.622738
0.346093, 0.622522, 0.622522
0.346409, 0.622304, 0.622304
0.346726, 0.622087, 0.622087
0.347042, 0.621869, 0.621869
0.347358, 0.621651, 0.621651
0.347675, 0.621433, 0.621433
0.347991, 0.621214, 0.621214
0.348307, 0.620995, 0.620995
0.348624, 0.620776, 0.620776
0.348940, 0.620556, 0.620556
0.349257, 0.620336, 0.620336
0.349573, 0.620116, 0.620116
0.349889, 0.619895, 0.619895
0.350206, 0.619674, 0.619674
0.350522, 0.619453, 0.619453
0.350838, 0.619232, 0.619232
0.351155, 0.619010, 0.619010
0.351471, 0.618788, 0.618788
0.351787, 0.618566, 0.618566
0.352104, 0.618343, 0.618343
0.352420, 0.618120, 0.618120
0.352736, 0.617897, 0.617897
0.353053, 0.617673, 0.617673
0.353369, 0.617449, 0.617449
0.353686, 0.617225, 0.617225
0.354002, 0.617001, 0.617001
0.354318, 0.616776, 0.616776
0.354635, 0.616551, 0.616551
0.354951, 0.616326, 0.616326
0.355267, 0.616100, 0.616100
0.355584, 0.615874, 0.615874
0.355900, 0.615648, 0.615648
0.356216, 0.615422, 0.615422
0.356533, 0.615195, 0.615195
0.356849, 0.614968, 0.614968
0.357165, 0.614741, 0.614741
0.357482, 0.614513, 0.614513
0.357798, 0.614286, 0.614286
0.358115, 0.614057, 0.614057
0.358431, 0.613829, 0.613829
0.358747, 0.613600, 0.613600
0.359064, 0.613371, 0.613371
0.359380, 0.613142, 0.613142
0.359696, 0.612913, 0.612913
0.360013, 0.612683, 0.612683
0.360329, 0.612453, 0.612453
0.360645, 0.612223, 0.612223
0.360962, 0.611992, 0.611992
0.361278, 0.611761, 0.611761
0.361594, 0.611530, 0.611530
0.361911, 0.611299, 0.611299
0.362227, 0.611067, 0.611067
0.362543, 0.610835, 0.610835
0.362860, 0.610603, 0.610603
0.363176, 0.610370, 0.610370
0.363493, 0.610138, 0.610138
0.363809, 0.609905, 0.609905
0.364125, 0.609671, 0.609671
0.364442, 0.609438, 0.609438
0.364758, 0.609204, 0.609204
0.365074, 0.608970, 0.608970
0.365391, 0.608736, 0.608736
0.365707, 0.608501, 0.608501
0.366023, 0.608266, 0.608266
0.366340, 0.608031, 0.608031
0.366656, 0.607796, 0.607796
0.366972, 0.607560, 0.607560
0.367289, 0.607324, 0.607324
0.367605, 0.607088, 0.607088
0.367922, 0.606852, 0.606852
0.368238, 0.606615, 0.606615
0.368554, 0.606378, 0.606378
0.368871, 0.606141, 0.606141
0.369187, 0.605904, 0.605904
0.369503, 0.605666, 0.605666
0.369820, 0.605428, 0.605428
0.370136, 0.605190, 0.605190
0.370452, 0.604952, 0.604952
0.370769, 0.604713, 0.604713
0.371085, 0.604475, 0.604475
0.371401, 0.604235, 0.604235
0.371718, 0.603996, 0.603996
0.372034, 0.603757, 0.603757
0.372351, 0.603517, 0.603517
0.372667, 0.603277, 0.603277
0.372983, 0.603036, 0.603036
0.373300, 0.602796, 0.602796
0.373616, 0.602555, 0.602555
0.373932, 0.602314, 0.602314
0.374249, 0.602073, 0.602073
0.374565, 0.601831, 0.601831
0.374881, 0.601589, 0.601589
0.375198, 0.601348, 0.601348
0.375514, 0.601105, 0.601105
0.375830, 0.600863, 0.600863
0.376147, 0.600620, 0.600620
0.376463, 0.600377, 0.600377
0.376780, 0.600134, 0.600134
0.377096, 0.599891, 0.599891
0.377412, 0.599647, 0.599647
0.377729, 0.599403, 0.599403
0.378045, 0.599159, 0.599159
0.378361, 0.598915, 0.598915
0.378678, 0.598670, 0.598670
0.378994, 0.598426, 0.598426
0.379310, 0.598181, 0.598181
0.379627, 0.597936, 0.597936
0.379943, 0.597690, 0.597690
0.380259, 0.597445, 0.597445
0.380576, 0.597199, 0.597199
0.380892, 0.596953, 0.596953
0.381208, 0.596706, 0.596706
0.381525, 0.596460, 0.596460
0.381841, 0.596213, 0.596213
0.382158, 0.595966, 0.595966
0.382474, 0.595719, 0.595719
0.382790, 0.595471, 0.595471
0.383107, 0.595224, 0.595224
0.383423, 0.594976, 0.594976
0.383739, 0.594728, 0.594728
0.384056, 0.594480, 0.594480
0.384372, 0.594231, 0.594231
0.384688, 0.593982, 0.593982
0.385005, 0.593734, 0.593734
0.385321, 0.593484, 0.593484
0.385637, 0.593235, 0.593235
0.385954, 0.592985, 0.592985
0.386270, 0.592736, 0.592736
0.386587, 0.592486, 0.592486
0.386903, 0.592236, 0.592236
0.387219, 0.591985, 0.591985
0.387536, 0.591735, 0.591735
0.387852, 0.591484, 0.591484
0.388168, 0.591233, 0.591233
0.388485, 0.590982, 0.590982
0.388801, 0.590730, 0.590730
0.389117, 0.590478, 0.590478
0.389434, 0.590227, 0.590227
0.389750, 0.589975, 0.589975
0.390066, 0.589722, 0.589722
0.390383, 0.589470, 0.589470
0.390699, 0.589217, 0.589217
0.391016, 0.588964, 0.588964
0.391332, 0.588711, 0.588711
0.391648, 0.588458, 0.588458
0.391965, 0.588205, 0.588205
0.392281, 0.587951, 0.587951
0.392597, 0.587697, 0.587697
0.392914, 0.587443, 0.587443
0.393230, 0.587189, 0.587189
0.393546, 0.586934, 0.586934
0.393863, 0.586680, 0.586680
0.394179, 0.586425, 0.586425
0.394495, 0.586170, 0.586170
0.394812, 0.585915, 0.585915
0.395128, 0.585659, 0.585659
0.395444, 0.585404, 0.585404
0.395761, 0.585148, 0.585148
0.396077, 0.584892, 0.584892
0.396394, 0.584636, 0.584636
0.396710, 0.584379, 0.584379
0.397026, 0.584123, 0.584123
0.397343, 0.583866, 0.583866
0.397659, 0.583609, 0.583609
0.397975, 0.583352, 0.583352
0.398292, 0.583095, 0.583095
0.398608, 0.582837, 0.582837
0.398924, 0.582580, 0.582580
0.399241, 0.582322, 0.582322
0.399557, 0.582064, 0.582064
0.399873, 0.581805, 0.581805
0.400190, 0.581547, 0.581547
0.400506, 0.581288, 0.581288
0.400823, 0.581030, 0.581030
0.401139, 0.580771, 0.580771
0.401455, 0.580511, 0.580511
0.401772, 0.580252, 0.580252
0.402088, 0.579993, 0.579993
0.402404, 0.579733, 0.579733
0.402721, 0.579473, 0.579473
0.403037, 0.579213, 0.579213
0.403353, 0.578953, 0.578953
0.403670, 0.578692, 0.578692
0.403986, 0.578432, 0.578432
0.404302, 0.578171, 0.578171
0.404619, 0.577910, 0.577910
0.404935, 0.577649, 0.577649
0.405252, 0.577388, 0.577388
0.405568, 0.577126, 0.577126
0.405884, 0.576865, 0.576865
0.406201, 0.576603, 0.576603
0.406517, 0.576341, 0.576341
0.406833, 0.576079, 0.576079
0.407150, 0.575817, 0.575817
0.407466, 0.575554, 0.575554
0.407782, 0.575291, 0.575291
0.408099, 0.575029, 0.575029
0.408415, 0.574766, 0.574766
0.408731, 0.574502, 0.574502
0.409048, 0.574239, 0.574239
0.409364, 0.573976, 0.573976
0.409680, 0.573712, 0.573712
0.409997, 0.573448, 0.573448
0.410313, 0.573184, 0.573184
0.410630, 0.572920, 0.572920
0.410946, 0.572656, 0.572656
0.411262, 0.572391, 0.572391
0.411579, 0.572126, 0.572126
0.411895, 0.571862, 0.571862
0.412211, 0.571597, 0.571597
0.412528, 0.571332, 0.571332
0.412844, 0.571066, 0.571066
0.413160, 0.570801, 0.570801
0.413477, 0.570535, 0.570535
0.413793, 0.570269, 0.570269
0.414109, 0.570003, 0.570003
0.414426, 0.569737, 0.569737
0.414742, 0.569471, 0.569471
0.415059, 0.569205, 0.569205
0.415375, 0.568938, 0.568938
0.415691, 0.568671, 0.568671
0.416008, 0.568404, 0.568404
0.416324, 0.568137, 0.568137
0.416640, 0.567870, 0.567870
0.416957, 0.567603, 0.567603
0.417273, 0.567335, 0.567335
0.417589, 0.567068, 0.567068
0.417906, 0.566800, 0.566800
0.418222, 0.566532, 0.566532
0.418538, 0.566264, 0.566264
0.418855, 0.565995, 0.565995
0.419171, 0.565727, 0.565727
0.419488, 0.565458, 0.565458
0.419804, 0.565190, 0.565190
0.420120, 0.564921, 0.564921
0.420437, 0.564652, 0.564652
0.420753, 0.564383, 0.564383
0.421069, 0.564113, 0.564113
0.421386, 0.563844, 0.563844
0.421702, 0.563574, 0.563574
0.422018, 0.563304, 0.563304
0.422335, 0.563034, 0.563034
0.422651, 0.562764, 0.562764
0.422967, 0.562494, 0.562494
0.423284, 0.562224, 0.562224
0.423600, 0.561953, 0.561953
0.423916, 0.561683, 0.561683
0.424233, 0.561412, 0.561412
0.424549, 0.561141, 0.561141
0.424866, 0.560870, 0.560870
0.425182, 0.560599, 0.560599
0.425498, 0.560327, 0.560327
0.425815, 0.560056, 0.560056
0.426131, 0.559784, 0.559784
0.426447, 0.559512, 0.559512
0.426764, 0.559240, 0.559240
0.427080, 0.558968, 0.558968
0.427396, 0.558696, 0.558696
0.427713, 0.558424, 0.558424
0.428029, 0.558151, 0.558151
0.428345, 0.557879, 0.557879
0.428662, 0.557606, 0.557606
0.428978, 0.557333, 0.557333
0.429295, 0.557060, 0.557060
0.429611, 0.556787, 0.556787
0.429927, 0.556513, 0.556513
0.430244, 0.556240, 0.556240
0.430560, 0.555966, 0.555966
0.430876, 0.555693, 0.555693
0.431193, 0.555419, 0.555419
0.431509, 0.555145, 0.555145
0.431825, 0.554871, 0.554871
0.432142, 0.554596, 0.554596
0.432458, 0.554322, 0.554322
0.432774, 0.554047, 0.554047
0.433091, 0.553773, 0.553773
0.433407, 0.553498, 0.553498
0.433724, 0.553223, 0.553223
0.434040, 0.552948, 0.552948
0.434356, 0.552673, 0.552673
0.434673, 0.552398, 0.552398
0.434989, 0.552122, 0.552122
0.435305, 0.551847, 0.551847
0.435622, 0.551571, 0.551571
0.435938, 0.551295, 0.551295
0.436254, 0.551019, 0.551019
0.436571, 0.550743, 0.550743
0.436887, 0.550467, 0.550467
0.437203, 0.550190, 0.550190
0.437520, 0.549914, 0.549914
0.437836, 0.549637, 0.549637
0.438152, 0.549361, 0.549361
0.438469, 0.549084, 0.549084
0.438785, 0.548807, 0.548807
0.439102, 0.548530, 0.548530
0.439418, 0.548253, 0.548253
0.439734, 0.547975, 0.547975
0.440051, 0.547698, 0.547698
0.440367, 0.547420, 0.547420
0.440683, 0.547142, 0.547142
0.441000, 0.546865, 0.546865
0.441316, 0.546587, 0.546587
0.441632, 0.546309, 0.546309
0.441949, 0.546030, 0.546030
0.442265, 0.545752, 0.545752
0.442581, 0.545474, 0.545474
0.442898, 0.545195, 0.545195
0.443214, 0.544916, 0.544916
0.443531, 0.544638, 0.544638
0.443847, 0.544359, 0.544359
0.444163, 0.544080, 0.544080
0.444480, 0.543801, 0.543801
0.444796, 0.543521, 0.543521
0.445112, 0.543242, 0.543242
0.445429, 0.542962, 0.542962
0.445745, 0.542683, 0.542683
0.446061, 0.542403, 0.542403
0.446378, 0.542123, 0.542123
0.446694, 0.541843, 0.541843
0.447010, 0.541563, 0.541563
0.447327, 0.541283, 0.541283
0.447643, 0.541003, 0.541003
0.447960, 0.540722, 0.540722
0.448276, 0.540442, 0.540442
0.448592, 0.540161, 0.540161
0.448909, 0.539880, 0.539880
0.449225, 0.539600, 0.539600
0.449541, 0.539319, 0.539319
0.449858, 0.539038, 0.539038
0.450174, 0.538756, 0.538756
0.450490, 0.538475, 0.538475
0.450807, 0.538194, 0.538194
0.451123, 0.537912, 0.537912
0.451439, 0.537630, 0.537630
0.451756, 0.537349, 0.537349
0.452072, 0.537067, 0.537067
0.452388, 0.536785, 0.536785
0.452705, 0.536503, 0.536503
0.453021, 0.536221, 0.536221
0.453338, 0.535938, 0.535938
0.453654, 0.535656, 0.535656
0.453970, 0.535373, 0.535373
0.454287, 0.535091, 0.535091
0.454603, 0.534808, 0.534808
0.454919, 0.534525, 0.534525
0.455236, 0.534242, 0.534242
0.455552, 0.533959, 0.533959
0.455868, 0.533676, 0.533676
0.456185, 0.533393, 0.533393
0.456501, 0.533109, 0.533109
0.456817, 0.532826, 0.532826
0.457134, 0.532542, 0.532542
0.457450, 0.532259, 0.532259
0.457767, 0.531975, 0.531975
0.458083, 0.531691, 0.531691
0.458399, 0.531407, 0.531407
0.458716, 0.531123, 0.531123
0.459032, 0.530839, 0.530839
0.459348, 0.530555, 0.530555
0.459665, 0.530270, 0.530270
0.459981, 0.529986, 0.529986
0.460297, 0.529701, 0.529701
0.460614, 0.529416, 0.529416
0.460930, 0.529132, 0.529132
0.461246, 0.528847, 0.528847
0.461563, 0.528562, 0.528562
0.461879, 0.528277, 0.528277
0.462196, 0.527991, 0.527991
0.462512, 0.527706, 0.527706
0.462828, 0.527421, 0.527421
0.463145, 0.527135, 0.527135
0.463461, 0.526850, 0.526850
0.463777, 0.526564, 0.526564
0.464094, 0.526278, 0.526278
0.464410, 0.525992, 0.525992
0.464726, 0.525707, 0.525707
0.465043, 0.525420, 0.525420
0.465359, 0.525134, 0.525134
0.465675, 0.524848, 0.524848
0.465992, 0.524562, 0.524562
0.466308, 0.524275, 0.524275
0.466624, 0.523989, 0.523989
0.466941, 0.523702, 0.523702
0.467257, 0.523415, 0.523415
0.467574, 0.523129, 0.523129
0.467890, 0.522842, 0.522842
0.468206, 0.522555, 0.522555
0.468523, 0.522268, 0.522268
0.468839, 0.521980, 0.521980
0.469155, 0.521693, 0.521693
0.469472, 0.521406, 0.521406
0.469788, 0.521118, 0.521118
0.470104, 0.520831, 0.520831
0.470421, 0.520543, 0.520543
0.470737, 0.520255, 0.520255
0.471053, 0.519968, 0.519968
0.471370, 0.519680, 0.519680
0.471686, 0.519392, 0.519392
0.472003, 0.519104, 0.519104
0.472319, 0.518815, 0.518815
0.472635, 0.518527, 0.518527
0.472952, 0.518239, 0.518239
0.473268, 0.517950, 0.517950
0.473584, 0.517662, 0.517662
0.473901, 0.517373, 0.517373
0.474217, 0.517084, 0.517084
0.474533, 0.516796, 0.516796
0.474850, 0.516507, 0.516507
0.475166, 0.516218, 0.516218
0.475482, 0.515929, 0.515929
0.475799, 0.515640, 0.515640
0.476115, 0.515350, 0.515350
0.476432, 0.515061, 0.515061
0.476748, 0.514772, 0.514772
0.477064, 0.514482, 0.514482
0.477381, 0.514193, 0.514193
0.477697, 0.513903, 0.513903
0.478013, 0.513613, 0.513613
0.478330, 0.513323, 0.513323
0.478646, 0.513033, 0.513033
0.478962, 0.512743, 0.512743
0.479279, 0.512453, 0.512453
0.479595, 0.512163, 0.512163
0.479911, 0.511873, 0.511873
0.480228, 0.511583, 0.511583
0.480544, 0.511292, 0.511292
0.480860, 0.511002, 0.511002
0.481177, 0.510711, 0.510711
0.481493, 0.510420, 0.510420
0.481810, 0.510130, 0.510130
0.482126, 0.509839, 0.509839
0.482442, 0.509548, 0.509548
0.482759, 0.509257, 0.509257
0.483075, 0.508966, 0.508966
0.483391, 0.508675, 0.508675
0.483708, 0.508384, 0.508384
0.484024, 0.508092, 0.508092
0.484340, 0.507801, 0.507801
0.484657, 0.507510, 0.507510
0.484973, 0.507218, 0.507218
0.485289, 0.506926, 0.506926
0.485606, 0.506635, 0.506635
0.485922, 0.506343, 0.506343
0.486239, 0.506051, 0.506051
0.486555, 0.505759, 0.505759
0.486871, 0.505467, 0.505467
0.487188, 0.505175, 0.505175
0.487504, 0.504883, 0.504883
0.487820, 0.504591, 0.504591
0.488137, 0.504298, 0.504298
0.488453, 0.504006, 0.504006
0.488769, 0.503714, 0.503714
0.489086, 0.503421, 0.503421
0.489402, 0.503128, 0.503128
0.489718, 0.502836, 0.502836
0.490035, 0.502543, 0.502543
0.490351, 0.502250, 0.502250
0.490668, 0.501957, 0.501957
0.490984, 0.501664, 0.501664
0.491300, 0.501371, 0.501371
0.491617, 0.501078, 0.501078
0.491933, 0.500785, 0.500785
0.492249, 0.500492, 0.500492
0.492566, 0.500198, 0.500198
0.492882, 0.499905, 0.499905
0.493198, 0.499611, 0.499611
0.493515, 0.499318, 0.499318
0.493831, 0.499024, 0.499024
0.494147, 0.498731, 0.498731
0.494464, 0.498437, 0.498437
0.494780, 0.498143, 0.498143
0.495096, 0.497849, 0.497849
0.495413, 0.497555, 0.497555
0.495729, 0.497261, 0.497261
0.496046, 0.496967, 0.496967
0.496362, 0.496673, 0.496673
0.496678, 0.496378, 0.496378
0.496995, 0.496084, 0.496084
0.497311, 0.495790, 0.495790
0.497627, 0.495495, 0.495495
0.497944, 0.495201, 0.495201
0.498260, 0.494906, 0.494906
0.498576, 0.494611, 0.494611
0.498893, 0.494317, 0.494317
0.499209, 0.494022, 0.494022
0.499525, 0.493727, 0.493727
0.499842, 0.493432, 0.493432
0.500158, 0.493137, 0.493137
0.500475, 0.492842, 0.492842
0.500791, 0.492547, 0.492547
0.501107, 0.492251, 0.492251
0.501424, 0.491956, 0.491956
0.501740, 0.491661, 0.491661
0.502056, 0.491365, 0.491365
0.502373, 0.491070, 0.491070
0.502689, 0.490774, 0.490774
0.503005, 0.490479, 0.490479
0.503322, 0.490183, 0.490183
0.503638, 0.489887, 0.489887
0.503954, 0.489591, 0.489591
0.504271, 0.489295, 0.489295
0.504587, 0.488999, 0.488999
0.504904, 0.488703, 0.488703
0.505220, 0.488407, 0.488407
0.505536, 0.488111, 0.488111
0.505853, 0.487815, 0.487815
0.506169, 0.487519, 0.487519
0.506485, 0.487222, 0.487222
0.506802, 0.486926, 0.486926
0.507118, 0.486630, 0.486630
0.507434, 0.486333, 0.486333
0.507751, 0.486037, 0.486037
0.508067, 0.485740, 0.485740
0.508383, 0.485443, 0.485443
0.508700, 0.485146, 0.485146
0.509016, 0.484850, 0.484850
0.509332, 0.484553, 0.484553
0.509649, 0.484256, 0.484256
0.509965, 0.483959, 0.483959
0.510282, 0.483662, 0.483662
0.510598, 0.483364, 0.483364
0.510914, 0.483067, 0.483067
0.511231, 0.482770, 0.482770
0.511547, 0.482473, 0.482473
0.511863, 0.482175, 0.482175
0.512180, 0.481878, 0.481878
0.512496, 0.481580, 0.481580
0.512812, 0.481283, 0.481283
0.513129, 0.480985, 0.480985
0.513445, 0.480688, 0.480688
0.513761, 0.480390, 0.480390
0.514078, 0.480092, 0.480092
0.514394, 0.479794, 0.479794
0.514711, 0.479496, 0.479496
0.515027, 0.479198, 0.479198
0.515343, 0.478900, 0.478900
0.515660, 0.478602, 0.478602
0.515976, 0.478304, 0.478304
0.516292, 0.478006, 0.478006
0.516609, 0.477708, 0.477708
0.516925, 0.477409, 0.477409
0.517241, 0.477111, 0.477111
0.517558, 0.476812, 0.476812
0.517874, 0.476514, 0.476514
0.518190, 0.476215, 0.476215
0.518507, 0.475917, 0.475917
0.518823, 0.475618, 0.475618
0.519140, 0.475319, 0.475319
0.519456, 0.475021, 0.475021
0.519772, 0.474722, 0.474722
