x, u_gen, u_spec
0.199120, 0.664357, 0.664357
0.199220, 0.664394, 0.664394
0.199320, 0.664430, 0.664430
0.199420, 0.664466, 0.664466
0.199520, 0.664503, 0.664503
0.199620, 0.664538, 0.664538
0.199720, 0.664574, 0.664574
0.199820, 0.664610, 0.664610
0.199920, 0.664645, 0.664645
0.200020, 0.664681, 0.664681
0.200120, 0.664716, 0.664716
0.200220, 0.664751, 0.664751
0.200320, 0.664786, 0.664786
0.200420, 0.664821, 0.664821
0.200520, 0.664856, 0.664856
0.200620, 0.664890, 0.664890
0.200720, 0.664925, 0.664925
0.200820, 0.664959, 0.664959
0.200920, 0.664993, 0.664993
0.201020, 0.665027, 0.665027
0.201120, 0.665061, 0.665061
0.201220, 0.665095, 0.665095
0.201320, 0.665129, 0.665129
0.201420, 0.665162, 0.665162
0.201520, 0.665195, 0.665195
0.201620, 0.665229, 0.665229
0.201720, 0.665262, 0.665262
0.201820, 0.665295, 0.665295
0.201920, 0.665328, 0.665328
0.202020, 0.665360, 0.665360
0.202120, 0.665393, 0.665393
0.202220, 0.665425, 0.665425
0.202320, 0.665458, 0.665458
0.202420, 0.665490, 0.665490
0.202520, 0.665522, 0.665522
0.202620, 0.665554, 0.665554
0.202720, 0.665585, 0.665585
0.202820, 0.665617, 0.665617
0.202920, 0.665649, 0.665649
0.203020, 0.665680, 0.665680
0.203120, 0.665711, 0.665711
0.203220, 0.665742, 0.665742
0.203320, 0.665773, 0.665773
0.203420, 0.665804, 0.665804
0.203520, 0.665835, 0.665835
0.203620, 0.665866, 0.665866
0.203720, 0.665896, 0.665896
0.203820, 0.665926, 0.665926
0.203920, 0.665957, 0.665957
0.204020, 0.665987, 0.665987
0.204120, 0.666017, 0.666017
0.204220, 0.666046, 0.666046
0.204320, 0.666076, 0.666076
0.204420, 0.666106, 0.666106
0.204520, 0.666135, 0.666135
0.204620, 0.666164, 0.666164
0.204720, 0.666194, 0.666194
0.204820, 0.666223, 0.666223
0.204920, 0.666251, 0.666251
0.205021, 0.666280, 0.666280
0.205121, 0.666309, 0.666309
0.205221, 0.666337, 0.666337
0.205321, 0.666366, 0.666366
0.205421, 0.666394, 0.666394
0.205521, 0.666422, 0.666422
0.205621, 0.666450, 0.666450
0.205721, 0.666478, 0.666478
0.205821, 0.666506, 0.666506
0.205921, 0.666533, 0.666533
0.206021, 0.666561, 0.666561
0.206121, 0.666588, 0.666588
0.206221, 0.666616, 0.666616
0.206321, 0.666643, 0.666643
0.206421, 0.666670, 0.666670
0.206521, 0.666697, 0.666697
0.206621, 0.666723, 0.666723
0.206721, 0.666750, 0.666750
0.206821, 0.666776, 0.666776
0.206921, 0.666803, 0.666803
0.207021, 0.666829, 0.666829
0.207121, 0.666855, 0.666855
0.207221, 0.666881, 0.666881
0.207321, 0.666907, 0.666907
0.207421, 0.666933, 0.666933
0.207521, 0.666958, 0.666958
0.207621, 0.666984, 0.666984
0.207721, 0.667009, 0.667009
0.207821, 0.667034, 0.667034
0.207921, 0.667059, 0.667059
0.208021, 0.667084, 0.667084
0.208121, 0.667109, 0.667109
0.208221, 0.667134, 0.667134
0.208321, 0.667159, 0.667159
0.208421, 0.667183, 0.667183
0.208521, 0.667207, 0.667207
0.208621, 0.667232, 0.667232
0.208721, 0.667256, 0.667256
0.208821, 0.667280, 0.667280
0.208921, 0.667304, 0.667304
0.209021, 0.667327, 0.667327
0.209121, 0.667351, 0.667351
0.209221, 0.667374, 0.667374
0.209321, 0.667398, 0.667398
0.209421, 0.667421, 0.667421
0.209521, 0.667444, 0.667444
0.209621, 0.667467, 0.667467
0.209721, 0.667490, 0.667490
0.209821, 0.667513, 0.667513
0.209921, 0.667535, 0.667535
0.210021, 0.667558, 0.667558
0.210121, 0.667580, 0.667580
0.210221, 0.667602, 0.667602
0.210321, 0.667625, 0.667625
0.210421, 0.667647, 0.667647
0.210521, 0.667668, 0.667668
0.210621, 0.667690, 0.667690
0.210721, 0.667712, 0.667712
0.210821, 0.667733, 0.667733
0.210921, 0.667755, 0.667755
0.211021, 0.667776, 0.667776
0.211121, 0.667797, 0.667797
0.211221, 0.667818, 0.667818
0.211321, 0.667839, 0.667839
0.211421, 0.667860, 0.667860
0.211521, 0.667881, 0.667881
0.211621, 0.667901, 0.667901
0.211721, 0.667922, 0.667922
0.211821, 0.667942, 0.667942
0.211921, 0.667962, 0.667962
0.212021, 0.667982, 0.667982
0.212121, 0.668002, 0.668002
0.212221, 0.668022, 0.668022
0.212321, 0.668042, 0.668042
0.212421, 0.668061, 0.668061
0.212521, 0.668081, 0.668081
0.212621, 0.668100, 0.668100
0.212721, 0.668119, 0.668119
0.212821, 0.668138, 0.668138
0.212921, 0.668157, 0.668157
0.213021, 0.668176, 0.668176
0.213121, 0.668195, 0.668195
0.213221, 0.668214, 0.668214
0.213321, 0.668232, 0.668232
0.213421, 0.668251, 0.668251
0.213521, 0.668269, 0.668269
0.213621, 0.668287, 0.668287
0.213721, 0.668305, 0.668305
0.213821, 0.668323, 0.668323
0.213921, 0.668341, 0.668341
0.214021, 0.668359, 0.668359
0.214121, 0.668376, 0.668376
0.214221, 0.668394, 0.668394
0.214321, 0.668411, 0.668411
0.214421, 0.668428, 0.668428
0.214521, 0.668445, 0.668445
0.214621, 0.668462, 0.668462
0.214721, 0.668479, 0.668479
0.214821, 0.668496, 0.668496
0.214921, 0.668513, 0.668513
0.215022, 0.668529, 0.668529
0.215122, 0.668545, 0.668545
0.215222, 0.668562, 0.668562
0.215322, 0.668578, 0.668578
0.215422, 0.668594, 0.668594
0.215522, 0.668610, 0.668610
0.215622, 0.668626, 0.668626
0.215722, 0.668642, 0.668642
0.215822, 0.668657, 0.668657
0.215922, 0.668673, 0.668673
0.216022, 0.668688, 0.668688
0.216122, 0.668703, 0.668703
0.216222, 0.668718, 0.668718
0.216322, 0.668733, 0.668733
0.216422, 0.668748, 0.668748
0.216522, 0.668763, 0.668763
0.216622, 0.668778, 0.668778
0.216722, 0.668792, 0.668792
0.216822, 0.668807, 0.668807
0.216922, 0.668821, 0.668821
0.217022, 0.668835, 0.668835
0.217122, 0.668849, 0.668849
0.217222, 0.668863, 0.668863
0.217322, 0.668877, 0.668877
0.217422, 0.668891, 0.668891
0.217522, 0.668905, 0.668905
0.217622, 0.668918, 0.668918
0.217722, 0.668932, 0.668932
0.217822, 0.668945, 0.668945
0.217922, 0.668958, 0.668958
0.218022, 0.668971, 0.668971
0.218122, 0.668984, 0.668984
0.218222, 0.668997, 0.668997
0.218322, 0.669010, 0.669010
0.218422, 0.669022, 0.669022
0.218522, 0.669035, 0.669035
0.218622, 0.669047, 0.669047
0.218722, 0.669060, 0.669060
0.218822, 0.669072, 0.669072
0.218922, 0.669084, 0.669084
0.219022, 0.669096, 0.669096
0.219122, 0.669108, 0.669108
0.219222, 0.669119, 0.669119
0.219322, 0.669131, 0.669131
0.219422, 0.669142, 0.669142
0.219522, 0.669154, 0.669154
0.219622, 0.669165, 0.669165
0.219722, 0.669176, 0.669176
0.219822, 0.669187, 0.669187
0.219922, 0.669198, 0.669198
0.220022, 0.669209, 0.669209
0.220122, 0.669220, 0.669220
0.220222, 0.669230, 0.669230
0.220322, 0.669241, 0.669241
0.220422, 0.669251, 0.669251
0.220522, 0.669262, 0.669262
0.220622, 0.669272, 0.669272
0.220722, 0.669282, 0.669282
0.220822, 0.669292, 0.669292
0.220922, 0.669302, 0.669302
0.221022, 0.669311, 0.669311
0.221122, 0.669321, 0.669321
0.221222, 0.669331, 0.669331
0.221322, 0.669340, 0.669340
0.221422, 0.669349, 0.669349
0.221522, 0.669359, 0.669359
0.221622, 0.669368, 0.669368
0.221722, 0.669377, 0.669377
0.221822, 0.669385, 0.669385
0.221922, 0.669394, 0.669394
0.222022, 0.669403, 0.669403
0.222122, 0.669411, 0.669411
0.222222, 0.669420, 0.669420
0.222322, 0.669428, 0.669428
0.222422, 0.669436, 0.669436
0.222522, 0.669444, 0.669444
0.222622, 0.669452, 0.669452
0.222722, 0.669460, 0.669460
0.222822, 0.669468, 0.669468
0.222922, 0.669476, 0.669476
0.223022, 0.669483, 0.669483
0.223122, 0.669491, 0.669491
0.223222, 0.669498, 0.669498
0.223322, 0.669505, 0.669505
0.223422, 0.669512, 0.669512
0.223522, 0.669520, 0.669520
0.223622, 0.669526, 0.669526
0.223722, 0.669533, 0.669533
0.223822, 0.669540, 0.669540
0.223922, 0.669547, 0.669547
0.224022, 0.669553, 0.669553
0.224122, 0.669559, 0.669559
0.224222, 0.669566, 0.669566
0.224322, 0.669572, 0.669572
0.224422, 0.669578, 0.669578
0.224522, 0.669584, 0.669584
0.224622, 0.669590, 0.669590
0.224722, 0.669596, 0.669596
0.224822, 0.669601, 0.669601
0.224922, 0.669607, 0.669607
0.225023, 0.669612, 0.669612
0.225123, 0.669617, 0.669617
0.225223, 0.669623, 0.669623
0.225323, 0.669628, 0.669628
0.225423, 0.669633, 0.669633
0.225523, 0.669638, 0.669638
0.225623, 0.669643, 0.669643
0.225723, 0.669647, 0.669647
0.225823, 0.669652, 0.669652
0.225923, 0.669656, 0.669656
0.226023, 0.669661, 0.669661
0.226123, 0.669665, 0.669665
0.226223, 0.669669, 0.669669
0.226323, 0.669673, 0.669673
0.226423, 0.669677, 0.669677
0.226523, 0.669681, 0.669681
0.226623, 0.669685, 0.669685
0.226723, 0.669688, 0.669688
0.226823, 0.669692, 0.669692
0.226923, 0.669695, 0.669695
0.227023, 0.669699, 0.669699
0.227123, 0.669702, 0.669702
0.227223, 0.669705, 0.669705
0.227323, 0.669708, 0.669708
0.227423, 0.669711, 0.669711
0.227523, 0.669714, 0.669714
0.227623, 0.669717, 0.669717
0.227723, 0.669719, 0.669719
0.227823, 0.669722, 0.669722
0.227923, 0.669724, 0.669724
0.228023, 0.669727, 0.669727
0.228123, 0.669729, 0.669729
0.228223, 0.669731, 0.669731
0.228323, 0.669733, 0.669733
0.228423, 0.669735, 0.669735
0.228523, 0.669737, 0.669737
0.228623, 0.669738, 0.669738
0.228723, 0.669740, 0.669740
0.228823, 0.669741, 0.669741
0.228923, 0.669743, 0.669743
0.229023, 0.669744, 0.669744
0.229123, 0.669745, 0.669745
0.229223, 0.669746, 0.669746
0.229323, 0.669747, 0.669747
0.229423, 0.669748, 0.669748
0.229523, 0.669749, 0.669749
0.229623, 0.669750, 0.669750
0.229723, 0.669750, 0.669750
0.229823, 0.669751, 0.669751
0.229923, 0.669751, 0.669751
0.230023, 0.669752, 0.669752
0.230123, 0.669752, 0.669752
0.230223, 0.669752, 0.669752
0.230323, 0.669752, 0.669752
0.230423, 0.669752, 0.669752
0.230523, 0.669752, 0.669752
0.230623, 0.669751, 0.669751
0.230723, 0.669751, 0.669751
0.230823, 0.669750, 0.669750
0.230923, 0.669750, 0.669750
0.231023, 0.669749, 0.669749
0.231123, 0.669748, 0.669748
0.231223, 0.669747, 0.669747
0.231323, 0.669746, 0.669746
0.231423, 0.669745, 0.669745
0.231523, 0.669744, 0.669744
0.231623, 0.669743, 0.669743
0.231723, 0.669741, 0.669741
0.231823, 0.669740, 0.669740
0.231923, 0.669738, 0.669738
0.232023, 0.669736, 0.669736
0.232123, 0.669735, 0.669735
0.232223, 0.669733, 0.669733
0.232323, 0.669731, 0.669731
0.232423, 0.669729, 0.669729
0.232523, 0.669727, 0.669727
0.232623, 0.669724, 0.669724
0.232723, 0.669722, 0.669722
0.232823, 0.669719, 0.669719
0.232923, 0.669717, 0.669717
0.233023, 0.669714, 0.669714
0.233123, 0.669711, 0.669711
0.233223, 0.669709, 0.669709
0.233323, 0.669706, 0.669706
0.233423, 0.669702, 0.669702
0.233523, 0.669699, 0.669699
0.233623, 0.669696, 0.669696
0.233723, 0.669693, 0.669693
0.233823, 0.669689, 0.669689
0.233923, 0.669686, 0.669686
0.234023, 0.669682, 0.669682
0.234123, 0.669678, 0.669678
0.234223, 0.669674, 0.669674
0.234323, 0.669671, 0.669671
0.234423, 0.669667, 0.669667
0.234523, 0.669662, 0.669662
0.234623, 0.669658, 0.669658
0.234723, 0.669654, 0.669654
0.234823, 0.669649, 0.669649
0.234923, 0.669645, 0.669645
0.235024, 0.669640, 0.669640
0.235124, 0.669636, 0.669636
0.235224, 0.669631, 0.669631
0.235324, 0.669626, 0.669626
0.235424, 0.669621, 0.669621
0.235524, 0.669616, 0.669616
0.235624, 0.669611, 0.669611
0.235724, 0.669605, 0.669605
0.235824, 0.669600, 0.669600
0.235924, 0.669595, 0.669595
0.236024, 0.669589, 0.669589
0.236124, 0.669583, 0.669583
0.236224, 0.669578, 0.669578
0.236324, 0.669572, 0.669572
0.236424, 0.669566, 0.669566
0.236524, 0.669560, 0.669560
0.236624, 0.669554, 0.669554
0.236724, 0.669548, 0.669548
0.236824, 0.669541, 0.669541
0.236924, 0.669535, 0.669535
0.237024, 0.669528, 0.669528
0.237124, 0.669522, 0.669522
0.237224, 0.669515, 0.669515
0.237324, 0.669508, 0.669508
0.237424, 0.669502, 0.669502
0.237524, 0.669495, 0.669495
0.237624, 0.669488, 0.669488
0.237724, 0.669480, 0.669480
0.237824, 0.669473, 0.669473
0.237924, 0.669466, 0.669466
0.238024, 0.669458, 0.669458
0.238124, 0.669451, 0.669451
0.238224, 0.669443, 0.669443
0.238324, 0.669436, 0.669436
0.238424, 0.669428, 0.669428
0.238524, 0.669420, 0.669420
0.238624, 0.669412, 0.669412
0.238724, 0.669404, 0.669404
0.238824, 0.669396, 0.669396
0.238924, 0.669387, 0.669387
0.239024, 0.669379, 0.669379
0.239124, 0.669371, 0.669371
0.239224, 0.669362, 0.669362
0.239324, 0.669354, 0.669354
0.239424, 0.669345, 0.669345
0.239524, 0.669336, 0.669336
0.239624, 0.669327, 0.669327
0.239724, 0.669318, 0.669318
0.239824, 0.669309, 0.669309
0.239924, 0.669300, 0.669300
0.240024, 0.669291, 0.669291
0.240124, 0.669281, 0.669281
0.240224, 0.669272, 0.669272
0.240324, 0.669262, 0.669262
0.240424, 0.669253, 0.669253
0.240524, 0.669243, 0.669243
0.240624, 0.669233, 0.669233
0.240724, 0.669223, 0.669223
0.240824, 0.669213, 0.669213
0.240924, 0.669203, 0.669203
0.241024, 0.669193, 0.669193
0.241124, 0.669183, 0.669183
0.241224, 0.669173, 0.669173
0.241324, 0.669162, 0.669162
0.241424, 0.669152, 0.669152
0.241524, 0.669141, 0.669141
0.241624, 0.669130, 0.669130
0.241724, 0.669120, 0.669120
0.241824, 0.669109, 0.669109
0.241924, 0.669098, 0.669098
0.242024, 0.669087, 0.669087
0.242124, 0.669075, 0.669075
0.242224, 0.669064, 0.669064
0.242324, 0.669053, 0.669053
0.242424, 0.669042, 0.669042
0.242524, 0.669030, 0.669030
0.242624, 0.669018, 0.669018
0.242724, 0.669007, 0.669007
0.242824, 0.668995, 0.668995
0.242924, 0.668983, 0.668983
0.243024, 0.668971, 0.668971
0.243124, 0.668959, 0.668959
0.243224, 0.668947, 0.668947
0.243324, 0.668935, 0.668935
0.243424, 0.668923, 0.668923
0.243524, 0.668910, 0.668910
0.243624, 0.668898, 0.668898
0.243724, 0.668885, 0.668885
0.243824, 0.668873, 0.668873
0.243924, 0.668860, 0.668860
0.244024, 0.668847, 0.668847
0.244124, 0.668834, 0.668834
0.244224, 0.668821, 0.668821
0.244324, 0.668808, 0.668808
0.244424, 0.668795, 0.668795
0.244524, 0.668782, 0.668782
0.244624, 0.668768, 0.668768
0.244724, 0.668755, 0.668755
0.244824, 0.668741, 0.668741
0.244924, 0.668728, 0.668728
0.245025, 0.668714, 0.668714
0.245125, 0.668700, 0.668700
0.245225, 0.668686, 0.668686
0.245325, 0.668673, 0.668673
0.245425, 0.668659, 0.668659
0.245525, 0.668644, 0.668644
0.245625, 0.668630, 0.668630
0.245725, 0.668616, 0.668616
0.245825, 0.668602, 0.668602
0.245925, 0.668587, 0.668587
0.246025, 0.668573, 0.668573
0.246125, 0.668558, 0.668558
0.246225, 0.668543, 0.668543
0.246325, 0.668528, 0.668528
0.246425, 0.668514, 0.668514
0.246525, 0.668499, 0.668499
0.246625, 0.668484, 0.668484
0.246725, 0.668468, 0.668468
0.246825, 0.668453, 0.668453
0.246925, 0.668438, 0.668438
0.247025, 0.668422, 0.668422
0.247125, 0.668407, 0.668407
0.247225, 0.668391, 0.668391
0.247325, 0.668376, 0.668376
0.247425, 0.668360, 0.668360
0.247525, 0.668344, 0.668344
0.247625, 0.668328, 0.668328
0.247725, 0.668312, 0.668312
0.247825, 0.668296, 0.668296
0.247925, 0.668280, 0.668280
0.248025, 0.668264, 0.668264
0.248125, 0.668248, 0.668248
0.248225, 0.668231, 0.668231
0.248325, 0.668215, 0.668215
0.248425, 0.668198, 0.668198
0.248525, 0.668182, 0.668182
0.248625, 0.668165, 0.668165
0.248725, 0.668148, 0.668148
0.248825, 0.668131, 0.668131
0.248925, 0.668114, 0.668114
0.249025, 0.668097, 0.668097
0.249125, 0.668080, 0.668080
0.249225, 0.668063, 0.668063
0.249325, 0.668045, 0.668045
0.249425, 0.668028, 0.668028
0.249525, 0.668010, 0.668010
0.249625, 0.667993, 0.667993
0.249725, 0.667975, 0.667975
0.249825, 0.667958, 0.667958
0.249925, 0.667940, 0.667940
0.250025, 0.667922, 0.667922
0.250125, 0.667904, 0.667904
0.250225, 0.667886, 0.667886
0.250325, 0.667868, 0.667868
0.250425, 0.667849, 0.667849
0.250525, 0.667831, 0.667831
0.250625, 0.667813, 0.667813
0.250725, 0.667794, 0.667794
0.250825, 0.667776, 0.667776
0.250925, 0.667757, 0.667757
0.251025, 0.667738, 0.667738
0.251125, 0.667720, 0.667720
0.251225, 0.667701, 0.667701
0.251325, 0.667682, 0.667682
0.251425, 0.667663, 0.667663
0.251525, 0.667644, 0.667644
0.251625, 0.667624, 0.667624
0.251725, 0.667605, 0.667605
0.251825, 0.667586, 0.667586
0.251925, 0.667566, 0.667566
0.252025, 0.667547, 0.667547
0.252125, 0.667527, 0.667527
0.252225, 0.667508, 0.667508
0.252325, 0.667488, 0.667488
0.252425, 0.667468, 0.667468
0.252525, 0.667448, 0.667448
0.252625, 0.667428, 0.667428
0.252725, 0.667408, 0.667408
0.252825, 0.667388, 0.667388
0.252925, 0.667368, 0.667368
0.253025, 0.667347, 0.667347
0.253125, 0.667327, 0.667327
0.253225, 0.667306, 0.667306
0.253325, 0.667286, 0.667286
0.253425, 0.667265, 0.667265
0.253525, 0.667244, 0.667244
0.253625, 0.667224, 0.667224
0.253725, 0.667203, 0.667203
0.253825, 0.667182, 0.667182
0.253925, 0.667161, 0.667161
0.254025, 0.667140, 0.667140
0.254125, 0.667119, 0.667119
0.254225, 0.667097, 0.667097
0.254325, 0.667076, 0.667076
0.254425, 0.667054, 0.667054
0.254525, 0.667033, 0.667033
0.254625, 0.667011, 0.667011
0.254725, 0.666990, 0.666990
0.254825, 0.666968, 0.666968
0.254925, 0.666946, 0.666946
0.255026, 0.666924, 0.666924
0.255126, 0.666902, 0.666902
0.255226, 0.666880, 0.666880
0.255326, 0.666858, 0.666858
0.255426, 0.666836, 0.666836
0.255526, 0.666814, 0.666814
0.255626, 0.666791, 0.666791
0.255726, 0.666769, 0.666769
0.255826, 0.666746, 0.666746
0.255926, 0.666724, 0.666724
0.256026, 0.666701, 0.666701
0.256126, 0.666678, 0.666678
0.256226, 0.666655, 0.666655
0.256326, 0.666633, 0.666633
0.256426, 0.666610, 0.666610
0.256526, 0.666586, 0.666586
0.256626, 0.666563, 0.666563
0.256726, 0.666540, 0.666540
0.256826, 0.666517, 0.666517
0.256926, 0.666493, 0.666493
0.257026, 0.666470, 0.666470
0.257126, 0.666447, 0.666447
0.257226, 0.666423, 0.666423
0.257326, 0.666399, 0.666399
0.257426, 0.666375, 0.666375
0.257526, 0.666352, 0.666352
0.257626, 0.666328, 0.666328
0.257726, 0.666304, 0.666304
0.257826, 0.666280, 0.666280
0.257926, 0.666256, 0.666256
0.258026, 0.666231, 0.666231
0.258126, 0.666207, 0.666207
0.258226, 0.666183, 0.666183
0.258326, 0.666158, 0.666158
0.258426, 0.666134, 0.666134
0.258526, 0.666109, 0.666109
0.258626, 0.666085, 0.666085
0.258726, 0.666060, 0.666060
0.258826, 0.666035, 0.666035
0.258926, 0.666010, 0.666010
0.259026, 0.665985, 0.665985
0.259126, 0.665960, 0.665960
0.259226, 0.665935, 0.665935
0.259326, 0.665910, 0.665910
0.259426, 0.665885, 0.665885
0.259526, 0.665859, 0.665859
0.259626, 0.665834, 0.665834
0.259726, 0.665808, 0.665808
0.259826, 0.665783, 0.665783
0.259926, 0.665757, 0.665757
0.260026, 0.665731, 0.665731
0.260126, 0.665706, 0.665706
0.260226, 0.665680, 0.665680
0.260326, 0.665654, 0.665654
0.260426, 0.665628, 0.665628
0.260526, 0.665602, 0.665602
0.260626, 0.665576, 0.665576
0.260726, 0.665549, 0.665549
0.260826, 0.665523, 0.665523
0.260926, 0.665497, 0.665497
0.261026, 0.665470, 0.665470
0.261126, 0.665444, 0.665444
0.261226, 0.665417, 0.665417
0.261326, 0.665391, 0.665391
0.261426, 0.665364, 0.665364
0.261526, 0.665337, 0.665337
0.261626, 0.665310, 0.665310
0.261726, 0.665283, 0.665283
0.261826, 0.665256, 0.665256
0.261926, 0.665229, 0.665229
0.262026, 0.665202, 0.665202
0.262126, 0.665175, 0.665175
0.262226, 0.665147, 0.665147
0.262326, 0.665120, 0.665120
0.262426, 0.665092, 0.665092
0.262526, 0.665065, 0.665065
0.262626, 0.665037, 0.665037
0.262726, 0.665010, 0.665010
0.262826, 0.664982, 0.664982
0.262926, 0.664954, 0.664954
0.263026, 0.664926, 0.664926
0.263126, 0.664898, 0.664898
0.263226, 0.664870, 0.664870
0.263326, 0.664842, 0.664842
0.263426, 0.664814, 0.664814
0.263526, 0.664785, 0.664785
0.263626, 0.664757, 0.664757
0.263726, 0.664729, 0.664729
0.263826, 0.664700, 0.664700
0.263926, 0.664672, 0.664672
0.264026, 0.664643, 0.664643
0.264126, 0.664614, 0.664614
0.264226, 0.664586, 0.664586
0.264326, 0.664557, 0.664557
0.264426, 0.664528, 0.664528
0.264526, 0.664499, 0.664499
0.264626, 0.664470, 0.664470
0.264726, 0.664441, 0.664441
0.264826, 0.664412, 0.664412
0.264926, 0.664382, 0.664382
0.265027, 0.664353, 0.664353
0.265127, 0.664324, 0.664324
0.265227, 0.664294, 0.664294
0.265327, 0.664265, 0.664265
0.265427, 0.664235, 0.664235
0.265527, 0.664205, 0.664205
0.265627, 0.664176, 0.664176
0.265727, 0.664146, 0.664146
0.265827, 0.664116, 0.664116
0.265927, 0.664086, 0.664086
0.266027, 0.664056, 0.664056
0.266127, 0.664026, 0.664026
0.266227, 0.663996, 0.663996
0.266327, 0.663965, 0.663965
0.266427, 0.663935, 0.663935
0.266527, 0.663905, 0.663905
0.266627, 0.663874, 0.663874
0.266727, 0.663844, 0.663844
0.266827, 0.663813, 0.663813
0.266927, 0.663782, 0.663782
0.267027, 0.663752, 0.663752
0.267127, 0.663721, 0.663721
0.267227, 0.663690, 0.663690
0.267327, 0.663659, 0.663659
0.267427, 0.663628, 0.663628
0.267527, 0.663597, 0.663597
0.267627, 0.663566, 0.663566
0.267727, 0.663535, 0.663535
0.267827, 0.663503, 0.663503
0.267927, 0.663472, 0.663472
0.268027, 0.663441, 0.663441
0.268127, 0.663409, 0.663409
0.268227, 0.663377, 0.663377
0.268327, 0.663346, 0.663346
0.268427, 0.663314, 0.663314
0.268527, 0.663282, 0.663282
0.268627, 0.663251, 0.663251
0.268727, 0.663219, 0.663219
0.268827, 0.663187, 0.663187
0.268927, 0.663155, 0.663155
0.269027, 0.663123, 0.663123
0.269127, 0.663090, 0.663090
0.269227, 0.663058, 0.663058
0.269327, 0.663026, 0.663026
0.269427, 0.662993, 0.662993
0.269527, 0.662961, 0.662961
0.269627, 0.662929, 0.662929
0.269727, 0.662896, 0.662896
0.269827, 0.662863, 0.662863
0.269927, 0.662831, 0.662831
0.270027, 0.662798, 0.662798
0.270127, 0.662765, 0.662765
0.270227, 0.662732, 0.662732
0.270327, 0.662699, 0.662699
0.270427, 0.662666, 0.662666
0.270527, 0.662633, 0.662633
0.270627, 0.662600, 0.662600
0.270727, 0.662567, 0.662567
0.270827, 0.662533, 0.662533
0.270927, 0.662500, 0.662500
0.271027, 0.662466, 0.662466
0.271127, 0.662433, 0.662433
0.271227, 0.662399, 0.662399
0.271327, 0.662366, 0.662366
0.271427, 0.662332, 0.662332
0.271527, 0.662298, 0.662298
0.271627, 0.662264, 0.662264
0.271727, 0.662230, 0.662230
0.271827, 0.662196, 0.662196
0.271927, 0.662162, 0.662162
0.272027, 0.662128, 0.662128
0.272127, 0.662094, 0.662094
0.272227, 0.662060, 0.662060
0.272327, 0.662026, 0.662026
0.272427, 0.661991, 0.661991
0.272527, 0.661957, 0.661957
0.272627, 0.661922, 0.661922
0.272727, 0.661888, 0.661888
0.272827, 0.661853, 0.661853
0.272927, 0.661818, 0.661818
0.273027, 0.661784, 0.661784
0.273127, 0.661749, 0.661749
0.273227, 0.661714, 0.661714
0.273327, 0.661679, 0.661679
0.273427, 0.661644, 0.661644
0.273527, 0.661609, 0.661609
0.273627, 0.661574, 0.661574
0.273727, 0.661538, 0.661538
0.273827, 0.661503, 0.661503
0.273927, 0.661468, 0.661468
0.274027, 0.661432, 0.661432
0.274127, 0.661397, 0.661397
0.274227, 0.661361, 0.661361
0.274327, 0.661326, 0.661326
0.274427, 0.661290, 0.661290
0.274527, 0.661254, 0.661254
0.274627, 0.661218, 0.661218
0.274727, 0.661183, 0.661183
0.274827, 0.661147, 0.661147
0.274927, 0.661111, 0.661111
0.275028, 0.661075, 0.661075
0.275128, 0.661039, 0.661039
0.275228, 0.661002, 0.661002
0.275328, 0.660966, 0.660966
0.275428, 0.660930, 0.660930
0.275528, 0.660893, 0.660893
0.275628, 0.660857, 0.660857
0.275728, 0.660820, 0.660820
0.275828, 0.660784, 0.660784
0.275928, 0.660747, 0.660747
0.276028, 0.660711, 0.660711
0.276128, 0.660674, 0.660674
0.276228, 0.660637, 0.660637
0.276328, 0.660600, 0.660600
0.276428, 0.660563, 0.660563
0.276528, 0.660526, 0.660526
0.276628, 0.660489, 0.660489
0.276728, 0.660452, 0.660452
0.276828, 0.660415, 0.660415
0.276928, 0.660377, 0.660377
0.277028, 0.660340, 0.660340
0.277128, 0.660303, 0.660303
0.277228, 0.660265, 0.660265
0.277328, 0.660228, 0.660228
0.277428, 0.660190, 0.660190
0.277528, 0.660153, 0.660153
0.277628, 0.660115, 0.660115
0.277728, 0.660077, 0.660077
0.277828, 0.660039, 0.660039
0.277928, 0.660001, 0.660001
0.278028, 0.659964, 0.659964
0.278128, 0.659925, 0.659925
0.278228, 0.659887, 0.659887
0.278328, 0.659849, 0.659849
0.278428, 0.659811, 0.659811
0.278528, 0.659773, 0.659773
0.278628, 0.659735, 0.659735
0.278728, 0.659696, 0.659696
0.278828, 0.659658, 0.659658
0.278928, 0.659619, 0.659619
0.279028, 0.659581, 0.659581
0.279128, 0.659542, 0.659542
0.279228, 0.659503, 0.659503
0.279328, 0.659465, 0.659465
0.279428, 0.659426, 0.659426
0.279528, 0.659387, 0.659387
0.279628, 0.659348, 0.659348
0.279728, 0.659309, 0.659309
0.279828, 0.659270, 0.659270
0.279928, 0.659231, 0.659231
0.280028, 0.659192, 0.659192
0.280128, 0.659152, 0.659152
0.280228, 0.659113, 0.659113
0.280328, 0.659074, 0.659074
0.280428, 0.659034, 0.659034
0.280528, 0.658995, 0.658995
0.280628, 0.658955, 0.658955
0.280728, 0.658916, 0.658916
0.280828, 0.658876, 0.658876
0.280928, 0.658836, 0.658836
0.281028, 0.658797, 0.658797
0.281128, 0.658757, 0.658757
0.281228, 0.658717, 0.658717
