x, u_gen, u_spec
0.000000, 0.000000, 0.000000
0.111111, 1.270271, 0.624491
0.222222, 1.220123, 0.664676
0.333333, 1.080415, 0.521193
0.444444, 0.911224, 0.485978
0.555556, 0.732327, 0.354443
0.666667, 0.550236, 0.299980
0.777778, 0.367093, 0.178403
0.888889, 0.183603, 0.115204
1.000000, 0.000000, 0.000000
