x, u_gen, u_spec
0.650794, 0.347715, 0.347715
0.653968, 0.344588, 0.344588
0.657143, 0.341459, 0.341459
0.660317, 0.338328, 0.338328
0.663492, 0.335196, 0.335196
0.666667, 0.332063, 0.332063
0.669841, 0.328929, 0.328929
0.673016, 0.325793, 0.325793
0.676190, 0.322656, 0.322656
0.679365, 0.319518, 0.319518
0.682540, 0.316379, 0.316379
0.685714, 0.313239, 0.313239
0.688889, 0.310097, 0.310097
0.692063, 0.306955, 0.306955
0.695238, 0.303812, 0.303812
0.698413, 0.300667, 0.300667
0.701587, 0.297522, 0.297522
0.704762, 0.294376, 0.294376
0.707937, 0.291229, 0.291229
0.711111, 0.288081, 0.288081
0.714286, 0.284932, 0.284932
0.717460, 0.281783, 0.281783
0.720635, 0.278633, 0.278633
0.723810, 0.275482, 0.275482
0.726984, 0.272330, 0.272330
0.730159, 0.269177, 0.269177
0.733333, 0.266024, 0.266024
0.736508, 0.262870, 0.262870
0.739683, 0.259716, 0.259716
0.742857, 0.256561, 0.256561
0.746032, 0.253405, 0.253405
0.749206, 0.250249, 0.250249
0.752381, 0.247092, 0.247092
0.755556, 0.243935, 0.243935
0.758730, 0.240777, 0.240777
0.761905, 0.237619, 0.237619
0.765079, 0.234460, 0.234460
0.768254, 0.231301, 0.231301
0.771429, 0.228141, 0.228141
0.774603, 0.224981, 0.224981
0.777778, 0.221820, 0.221820
0.780952, 0.218659, 0.218659
0.784127, 0.215497, 0.215497
0.787302, 0.212335, 0.212335
0.790476, 0.209173, 0.209173
0.793651, 0.206010, 0.206010
0.796825, 0.202847, 0.202847
0.800000, 0.199684, 0.199684
0.803175, 0.196520, 0.196520
0.806349, 0.193356, 0.193356
0.809524, 0.190192, 0.190192
0.812698, 0.187027, 0.187027
0.815873, 0.183862, 0.183862
0.819048, 0.180697, 0.180697
0.822222, 0.177532, 0.177532
0.825397, 0.174366, 0.174366
0.828571, 0.171200, 0.171200
0.831746, 0.168033, 0.168033
0.834921, 0.164867, 0.164867
0.838095, 0.161700, 0.161700
0.841270, 0.158533, 0.158533
0.844444, 0.155366, 0.155366
0.847619, 0.152198, 0.152198
0.850794, 0.149031, 0.149031
0.853968, 0.145863, 0.145863
0.857143, 0.142695, 0.142695
0.860317, 0.139526, 0.139526
0.863492, 0.136358, 0.136358
0.866667, 0.133189, 0.133189
0.869841, 0.130020, 0.130020
0.873016, 0.126851, 0.126851
0.876190, 0.123682, 0.123682
0.879365, 0.120513, 0.120513
0.882540, 0.117344, 0.117344
0.885714, 0.114174, 0.114174
0.888889, 0.111004, 0.111004
0.892063, 0.107834, 0.107834
0.895238, 0.104664, 0.104664
0.898413, 0.101494, 0.101494
0.901587, 0.098324, 0.098324
0.904762, 0.095154, 0.095154
0.907937, 0.091983, 0.091983
0.911111, 0.088812, 0.088812
0.914286, 0.085642, 0.085642
0.917460, 0.082471, 0.082471
0.920635, 0.079300, 0.079300
0.923810, 0.076129, 0.076129
0.926984, 0.072958, 0.072958
0.930159, 0.069786, 0.069786
0.933333, 0.066615, 0.066615
0.936508, 0.063444, 0.063444
0.939683, 0.060272, 0.060272
0.942857, 0.057100, 0.057100
0.946032, 0.053929, 0.053929
0.949206, 0.050757, 0.050757
0.952381, 0.047585, 0.047585
0.955556, 0.044413, 0.044413
0.958730, 0.041241, 0.041241
0.961905, 0.038069, 0.038069
0.965079, 0.034897, 0.034897
0.968254, 0.031725, 0.031725
0.971429, 0.028553, 0.028553
0.974603, 0.025380, 0.025380
0.977778, 0.022208, 0.022208
0.980952, 0.019036, 0.019036
0.984127, 0.015863, 0.015863
0.987302, 0.012691, 0.012691
0.990476, 0.009518, 0.009518
0.993651, 0.006345, 0.006345
0.996825, 0.003173, 0.003173
1.000000, 0.000000, 0.000000
