x, f, u_gen, u_spec, u_LU
5.1651651652e-01, -6.2705827376e+05, 4.8024162627e-01, 1.0451382170e-01, 6.2459557933e-01
5.1751751752e-01, -6.2772429533e+05, 4.7929231734e-01, 5.2108966802e-01, 6.2526132445e-01
5.1851851852e-01, -6.2838831226e+05, 4.7834244402e-01, 1.0437314900e-01, 6.2592506874e-01
5.1951951952e-01, -6.2905033163e+05, 4.7739201192e-01, 5.2255877672e-01, 6.2658681923e-01
5.2052052052e-01, -6.2971036047e+05, 4.7644102662e-01, 1.0422848189e-01, 6.2724658294e-01
5.2152152152e-01, -6.3036840582e+05, 4.7548949362e-01, 5.2402390509e-01, 6.2790436687e-01
5.2252252252e-01, -6.3102447467e+05, 4.7453741838e-01, 1.0407984846e-01, 6.2856017800e-01
5.2352352352e-01, -6.3167857401e+05, 4.7358480629e-01, 5.2548508112e-01, 6.2921402328e-01
5.2452452452e-01, -6.3233071080e+05, 4.7263166272e-01, 1.0392727666e-01, 6.2986590967e-01
5.2552552553e-01, -6.3298089199e+05, 4.7167799294e-01, 5.2694233269e-01, 6.3051584406e-01
5.2652652653e-01, -6.3362912451e+05, 4.7072380221e-01, 1.0377079425e-01, 6.3116383337e-01
5.2752752753e-01, -6.3427541524e+05, 4.6976909571e-01, 5.2839568748e-01, 6.3180988447e-01
5.2852852853e-01, -6.3491977109e+05, 4.6881387857e-01, 1.0361042886e-01, 6.3245400421e-01
5.2952952953e-01, -6.3556219890e+05, 4.6785815588e-01, 5.2984517303e-01, 6.3309619944e-01
5.3053053053e-01, -6.3620270552e+05, 4.6690193269e-01, 1.0344620793e-01, 6.3373647697e-01
5.3153153153e-01, -6.3684129777e+05, 4.6594521396e-01, 5.3129081672e-01, 6.3437484360e-01
5.3253253253e-01, -6.3747798245e+05, 4.6498800465e-01, 1.0327815876e-01, 6.3501130610e-01
5.3353353353e-01, -6.3811276635e+05, 4.6403030963e-01, 5.3273264574e-01, 6.3564587123e-01
5.3453453453e-01, -6.3874565621e+05, 4.6307213375e-01, 1.0310630847e-01, 6.3627854573e-01
5.3553553554e-01, -6.3937665879e+05, 4.6211348178e-01, 5.3417068714e-01, 6.3690933631e-01
5.3653653654e-01, -6.4000578079e+05, 4.6115435848e-01, 1.0293068402e-01, 6.3753824966e-01
5.3753753754e-01, -6.4063302892e+05, 4.6019476854e-01, 5.3560496781e-01, 6.3816529246e-01
5.3853853854e-01, -6.4125840986e+05, 4.5923471661e-01, 1.0275131222e-01, 6.3879047137e-01
5.3953953954e-01, -6.4188193025e+05, 4.5827420728e-01, 5.3703551446e-01, 6.3941379301e-01
5.4054054054e-01, -6.4250359673e+05, 4.5731324511e-01, 1.0256821969e-01, 6.4003526400e-01
5.4154154154e-01, -6.4312341593e+05, 4.5635183463e-01, 5.3846235365e-01, 6.4065489093e-01
5.4254254254e-01, -6.4374139443e+05, 4.5538998027e-01, 1.0238143291e-01, 6.4127268037e-01
5.4354354354e-01, -6.4435753882e+05, 4.5442768648e-01, 5.3988551175e-01, 6.4188863888e-01
5.4454454454e-01, -6.4497185563e+05, 4.5346495763e-01, 1.0219097819e-01, 6.4250277298e-01
5.4554554555e-01, -6.4558435141e+05, 4.5250179805e-01, 5.4130501500e-01, 6.4311508919e-01
5.4654654655e-01, -6.4619503266e+05, 4.5153821202e-01, 1.0199688166e-01, 6.4372559399e-01
5.4754754755e-01, -6.4680390588e+05, 4.5057420381e-01, 5.4272088946e-01, 6.4433429386e-01
5.4854854855e-01, -6.4741097754e+05, 4.4960977761e-01, 1.0179916931e-01, 6.4494119524e-01
5.4954954955e-01, -6.4801625409e+05, 4.4864493758e-01, 5.4413316101e-01, 6.4554630456e-01
5.5055055055e-01, -6.4861974195e+05, 4.4767968785e-01, 1.0159786694e-01, 6.4614962823e-01
5.5155155155e-01, -6.4922144753e+05, 4.4671403250e-01, 5.4554185540e-01, 6.4675117263e-01
5.5255255255e-01, -6.4982137723e+05, 4.4574797557e-01, 1.0139300020e-01, 6.4735094413e-01
5.5355355355e-01, -6.5041953741e+05, 4.4478152105e-01, 5.4694699817e-01, 6.4794894908e-01
5.5455455455e-01, -6.5101593441e+05, 4.4381467292e-01, 1.0118459458e-01, 6.4854519380e-01
5.5555555556e-01, -6.5161057457e+05, 4.4284743508e-01, 5.4834861474e-01, 6.4913968460e-01
5.5655655656e-01, -6.5220346418e+05, 4.4187981142e-01, 1.0097267538e-01, 6.4973242775e-01
5.5755755756e-01, -6.5279460953e+05, 4.4091180579e-01, 5.4974673034e-01, 6.5032342953e-01
5.5855855856e-01, -6.5338401688e+05, 4.3994342198e-01, 1.0075726777e-01, 6.5091269618e-01
5.5955955956e-01, -6.5397169249e+05, 4.3897466377e-01, 5.5114137004e-01, 6.5150023392e-01
5.6056056056e-01, -6.5455764256e+05, 4.3800553488e-01, 1.0053839673e-01, 6.5208604896e-01
5.6156156156e-01, -6.5514187330e+05, 4.3703603900e-01, 5.5253255874e-01, 6.5267014746e-01
5.6256256256e-01, -6.5572439089e+05, 4.3606617979e-01, 1.0031608709e-01, 6.5325253560e-01
5.6356356356e-01, -6.5630520149e+05, 4.3509596088e-01, 5.5392032119e-01, 6.5383321952e-01
5.6456456456e-01, -6.5688431125e+05, 4.3412538583e-01, 1.0009036351e-01, 6.5441220533e-01
5.6556556557e-01, -6.5746172628e+05, 4.3315445821e-01, 5.5530468196e-01, 6.5498949914e-01
5.6656656657e-01, -6.5803745268e+05, 4.3218318151e-01, 9.9861250476e-02, 6.5556510702e-01
5.6756756757e-01, -6.5861149653e+05, 4.3121155923e-01, 5.5668566548e-01, 6.5613903503e-01
5.6856856857e-01, -6.5918386388e+05, 4.3023959479e-01, 9.9628772327e-02, 6.5671128922e-01
5.6956956957e-01, -6.5975456078e+05, 4.2926729161e-01, 5.5806329598e-01, 6.5728187560e-01
5.7057057057e-01, -6.6032359324e+05, 4.2829465306e-01, 9.9392953231e-02, 6.5785080017e-01
5.7157157157e-01, -6.6089096725e+05, 4.2732168248e-01, 5.5943759755e-01, 6.5841806891e-01
5.7257257257e-01, -6.6145668880e+05, 4.2634838318e-01, 9.9153817191e-02, 6.5898368777e-01
5.7357357357e-01, -6.6202076384e+05, 4.2537475843e-01, 5.6080859413e-01, 6.5954766269e-01
5.7457457457e-01, -6.6258319830e+05, 4.2440081148e-01, 9.8911388052e-02, 6.6010999958e-01
5.7557557558e-01, -6.6314399810e+05, 4.2342654553e-01, 5.6217630946e-01, 6.6067070435e-01
5.7657657658e-01, -6.6370316913e+05, 4.2245196376e-01, 9.8665689492e-02, 6.6122978287e-01
5.7757757758e-01, -6.6426071726e+05, 4.2147706932e-01, 5.6354076715e-01, 6.6178724100e-01
5.7857857858e-01, -6.6481664836e+05, 4.2050186532e-01, 9.8416745030e-02, 6.6234308457e-01
5.7957957958e-01, -6.6537096825e+05, 4.1952635484e-01, 5.6490199064e-01, 6.6289731939e-01
5.8058058058e-01, -6.6592368275e+05, 4.1855054093e-01, 9.8164578022e-02, 6.6344995127e-01
5.8158158158e-01, -6.6647479765e+05, 4.1757442663e-01, 5.6626000320e-01, 6.6400098598e-01
5.8258258258e-01, -6.6702431872e+05, 4.1659801491e-01, 9.7909211661e-02, 6.6455042927e-01
5.8358358358e-01, -6.6757225172e+05, 4.1562130875e-01, 5.6761482795e-01, 6.6509828688e-01
5.8458458458e-01, -6.6811860238e+05, 4.1464431108e-01, 9.7650668981e-02, 6.6564456452e-01
5.8558558559e-01, -6.6866337641e+05, 4.1366702479e-01, 5.6896648783e-01, 6.6618926790e-01
5.8658658659e-01, -6.6920657950e+05, 4.1268945277e-01, 9.7388972856e-02, 6.6673240268e-01
5.8758758759e-01, -6.6974821733e+05, 4.1171159785e-01, 5.7031500564e-01, 6.6727397452e-01
5.8858858859e-01, -6.7028829554e+05, 4.1073346286e-01, 9.7124145999e-02, 6.6781398906e-01
5.8958958959e-01, -6.7082681978e+05, 4.0975505059e-01, 5.7166040402e-01, 6.6835245191e-01
5.9059059059e-01, -6.7136379565e+05, 4.0877636380e-01, 9.6856210963e-02, 6.6888936868e-01
5.9159159159e-01, -6.7189922875e+05, 4.0779740522e-01, 5.7300270544e-01, 6.6942474492e-01
5.9259259259e-01, -6.7243312465e+05, 4.0681817755e-01, 9.6585190143e-02, 6.6995858621e-01
5.9359359359e-01, -6.7296548889e+05, 4.0583868349e-01, 5.7434193221e-01, 6.7049089807e-01
5.9459459459e-01, -6.7349632703e+05, 4.0485892568e-01, 9.6311105774e-02, 6.7102168603e-01
5.9559559560e-01, -6.7402564456e+05, 4.0387890676e-01, 5.7567810649e-01, 6.7155095559e-01
5.9659659660e-01, -6.7455344698e+05, 4.0289862931e-01, 9.6033979936e-02, 6.7207871221e-01
5.9759759760e-01, -6.7507973977e+05, 4.0191809591e-01, 5.7701125028e-01, 6.7260496136e-01
5.9859859860e-01, -6.7560452838e+05, 4.0093730913e-01, 9.5753834549e-02, 6.7312970848e-01
5.9959959960e-01, -6.7612781825e+05, 3.9995627147e-01, 5.7834138542e-01, 6.7365295898e-01
6.0060060060e-01, -6.7664961479e+05, 3.9897498543e-01, 9.5470691377e-02, 6.7417471827e-01
6.0160160160e-01, -6.7716992339e+05, 3.9799345350e-01, 5.7966853361e-01, 6.7469499173e-01
6.0260260260e-01, -6.7768874943e+05, 3.9701167812e-01, 9.5184572029e-02, 6.7521378471e-01
6.0360360360e-01, -6.7820609827e+05, 3.9602966172e-01, 5.8099271636e-01, 6.7573110256e-01
6.0460460460e-01, -6.7872197525e+05, 3.9504740669e-01, 9.4895497956e-02, 6.7624695060e-01
6.0560560561e-01, -6.7923638569e+05, 3.9406491541e-01, 5.8231395505e-01, 6.7676133414e-01
6.0660660661e-01, -6.7974933487e+05, 3.9308219024e-01, 9.4603490455e-02, 6.7727425845e-01
6.0760760761e-01, -6.8026082809e+05, 3.9209923350e-01, 5.8363227091e-01, 6.7778572880e-01
6.0860860861e-01, -6.8077087060e+05, 3.9111604750e-01, 9.4308570671e-02, 6.7829575044e-01
6.0960960961e-01, -6.8127946764e+05, 3.9013263453e-01, 5.8494768500e-01, 6.7880432859e-01
6.1061061061e-01, -6.8178662443e+05, 3.8914899685e-01, 9.4010759593e-02, 6.7931146846e-01
6.1161161161e-01, -6.8229234618e+05, 3.8816513669e-01, 5.8626021823e-01, 6.7981717524e-01
6.1261261261e-01, -6.8279663808e+05, 3.8718105627e-01, 9.3710078056e-02, 6.8032145410e-01
6.1361361361e-01, -6.8329950527e+05, 3.8619675778e-01, 5.8756989136e-01, 6.8082431018e-01
6.1461461461e-01, -6.8380095292e+05, 3.8521224339e-01, 9.3406546746e-02, 6.8132574863e-01
6.1561561562e-01, -6.8430098614e+05, 3.8422751527e-01, 5.8887672501e-01, 6.8182577454e-01
6.1661661662e-01, -6.8479961004e+05, 3.8324257552e-01, 9.3100186195e-02, 6.8232439302e-01
6.1761761762e-01, -6.8529682972e+05, 3.8225742627e-01, 5.9018073962e-01, 6.8282160913e-01
6.1861861862e-01, -6.8579265024e+05, 3.8127206960e-01, 9.2791016784e-02, 6.8331742794e-01
6.1961961962e-01, -6.8628707665e+05, 3.8028650758e-01, 5.9148195551e-01, 6.8381185449e-01
6.2062062062e-01, -6.8678011398e+05, 3.7930074224e-01, 9.2479058746e-02, 6.8430489378e-01
6.2162162162e-01, -6.8727176726e+05, 3.7831477562e-01, 5.9278039284e-01, 6.8479655083e-01
6.2262262262e-01, -6.8776204147e+05, 3.7732860972e-01, 9.2164332161e-02, 6.8528683061e-01
6.2362362362e-01, -6.8825094159e+05, 3.7634224652e-01, 5.9407607160e-01, 6.8577573808e-01
6.2462462462e-01, -6.8873847258e+05, 3.7535568800e-01, 9.1846856964e-02, 6.8626327820e-01
6.2562562563e-01, -6.8922463937e+05, 3.7436893609e-01, 5.9536901165e-01, 6.8674945588e-01
6.2662662663e-01, -6.8970944689e+05, 3.7338199272e-01, 9.1526652939e-02, 6.8723427604e-01
6.2762762763e-01, -6.9019290005e+05, 3.7239485980e-01, 5.9665923272e-01, 6.8771774356e-01
6.2862862863e-01, -6.9067500372e+05, 3.7140753922e-01, 9.1203739725e-02, 6.8819986332e-01
6.2962962963e-01, -6.9115576277e+05, 3.7042003284e-01, 5.9794675437e-01, 6.8868064017e-01
6.3063063063e-01, -6.9163518205e+05, 3.6943234252e-01, 9.0878136812e-02, 6.8916007894e-01
6.3163163163e-01, -6.9211326638e+05, 3.6844447009e-01, 5.9923159600e-01, 6.8963818445e-01
6.3263263263e-01, -6.9259002059e+05, 3.6745641735e-01, 9.0549863546e-02, 6.9011496150e-01
6.3363363363e-01, -6.9306544946e+05, 3.6646818612e-01, 6.0051377690e-01, 6.9059041487e-01
6.3463463463e-01, -6.9353955776e+05, 3.6547977817e-01, 9.0218939128e-02, 6.9106454932e-01
6.3563563564e-01, -6.9401235026e+05, 3.6449119524e-01, 6.0179331620e-01, 6.9153736959e-01
6.3663663664e-01, -6.9448383169e+05, 3.6350243910e-01, 8.9885382615e-02, 6.9200888043e-01
6.3763763764e-01, -6.9495400678e+05, 3.6251351146e-01, 6.0307023287e-01, 6.9247908652e-01
6.3863863864e-01, -6.9542288022e+05, 3.6152441404e-01, 8.9549212918e-02, 6.9294799257e-01
6.3963963964e-01, -6.9589045671e+05, 3.6053514851e-01, 6.0434454576e-01, 6.9341560325e-01
6.4064064064e-01, -6.9635674091e+05, 3.5954571657e-01, 8.9210448808e-02, 6.9388192321e-01
6.4164164164e-01, -6.9682173746e+05, 3.5855611986e-01, 6.0561627358e-01, 6.9434695709e-01
6.4264264264e-01, -6.9728545102e+05, 3.5756636002e-01, 8.8869108914e-02, 6.9481070951e-01
6.4364364364e-01, -6.9774788617e+05, 3.5657643869e-01, 6.0688543487e-01, 6.9527318508e-01
6.4464464464e-01, -6.9820904754e+05, 3.5558635747e-01, 8.8525211723e-02, 6.9573438838e-01
6.4564564565e-01, -6.9866893969e+05, 3.5459611794e-01, 6.0815204805e-01, 6.9619432398e-01
6.4664664665e-01, -6.9912756718e+05, 3.5360572170e-01, 8.8178775582e-02, 6.9665299643e-01
6.4764764765e-01, -6.9958493457e+05, 3.5261517030e-01, 6.0941613140e-01, 6.9711041026e-01
6.4864864865e-01, -7.0004104637e+05, 3.5162446528e-01, 8.7829818697e-02, 6.9756656999e-01
6.4964964965e-01, -7.0049590711e+05, 3.5063360817e-01, 6.1067770307e-01, 6.9802148011e-01
6.5065065065e-01, -7.0094952126e+05, 3.4964260050e-01, 8.7478359139e-02, 6.9847514512e-01
6.5165165165e-01, -7.0140189331e+05, 3.4865144375e-01, 6.1193678104e-01, 6.9892756947e-01
6.5265265265e-01, -7.0185302772e+05, 3.4766013942e-01, 8.7124414837e-02, 6.9937875761e-01
6.5365365365e-01, -7.0230292892e+05, 3.4666868897e-01, 6.1319338318e-01, 6.9982871398e-01
6.5465465465e-01, -7.0275160135e+05, 3.4567709387e-01, 8.6768003587e-02, 7.0027744298e-01
6.5565565566e-01, -7.0319904940e+05, 3.4468535554e-01, 6.1444752722e-01, 7.0072494901e-01
6.5665665666e-01, -7.0364527747e+05, 3.4369347542e-01, 8.6409143045e-02, 7.0117123645e-01
6.5765765766e-01, -7.0409028994e+05, 3.4270145492e-01, 6.1569923074e-01, 7.0161630967e-01
6.5865865866e-01, -7.0453409115e+05, 3.4170929543e-01, 8.6047850734e-02, 7.0206017300e-01
6.5965965966e-01, -7.0497668545e+05, 3.4071699835e-01, 6.1694851121e-01, 7.0250283079e-01
6.6066066066e-01, -7.0541807716e+05, 3.3972456504e-01, 8.5684144042e-02, 7.0294428734e-01
6.6166166166e-01, -7.0585827059e+05, 3.3873199686e-01, 6.1819538594e-01, 7.0338454695e-01
6.6266266266e-01, -7.0629727003e+05, 3.3773929515e-01, 8.5318040222e-02, 7.0382361389e-01
6.6366366366e-01, -7.0673507974e+05, 3.3674646124e-01, 6.1943987212e-01, 7.0426149244e-01
6.6466466466e-01, -7.0717170400e+05, 3.3575349645e-01, 8.4949556397e-02, 7.0469818683e-01
6.6566566567e-01, -7.0760714703e+05, 3.3476040209e-01, 6.2068198680e-01, 7.0513370130e-01
6.6666666667e-01, -7.0804141306e+05, 3.3376717943e-01, 8.4578709554e-02, 7.0556804006e-01
6.6766766767e-01, -7.0847450630e+05, 3.3277382977e-01, 6.2192174692e-01, 7.0600120731e-01
6.6866866867e-01, -7.0890643094e+05, 3.3178035436e-01, 8.4205516552e-02, 7.0643320722e-01
6.6966966967e-01, -7.0933719115e+05, 3.3078675446e-01, 6.2315916925e-01, 7.0686404397e-01
6.7067067067e-01, -7.0976679110e+05, 3.2979303131e-01, 8.3829994119e-02, 7.0729372171e-01
6.7167167167e-01, -7.1019523492e+05, 3.2879918614e-01, 6.2439427047e-01, 7.0772224456e-01
6.7267267267e-01, -7.1062252674e+05, 3.2780522016e-01, 8.3452158851e-02, 7.0814961664e-01
6.7367367367e-01, -7.1104867067e+05, 3.2681113457e-01, 6.2562706710e-01, 7.0857584205e-01
6.7467467467e-01, -7.1147367080e+05, 3.2581693056e-01, 8.3072027219e-02, 7.0900092489e-01
6.7567567568e-01, -7.1189753122e+05, 3.2482260932e-01, 6.2685757556e-01, 7.0942486920e-01
6.7667667668e-01, -7.1232025599e+05, 3.2382817202e-01, 8.2689615564e-02, 7.0984767906e-01
6.7767767768e-01, -7.1274184914e+05, 3.2283361980e-01, 6.2808581211e-01, 7.1026935849e-01
6.7867867868e-01, -7.1316231472e+05, 3.2183895382e-01, 8.2304940100e-02, 7.1068991152e-01
6.7967967968e-01, -7.1358165674e+05, 3.2084417520e-01, 6.2931179292e-01, 7.1110934216e-01
6.8068068068e-01, -7.1399987920e+05, 3.1984928507e-01, 8.1918016914e-02, 7.1152765439e-01
6.8168168168e-01, -7.1441698607e+05, 3.1885428454e-01, 6.3053553400e-01, 7.1194485218e-01
6.8268268268e-01, -7.1483298133e+05, 3.1785917471e-01, 8.1528861971e-02, 7.1236093951e-01
6.8368368368e-01, -7.1524786894e+05, 3.1686395667e-01, 6.3175705126e-01, 7.1277592030e-01
6.8468468468e-01, -7.1566165282e+05, 3.1586863149e-01, 8.1137491107e-02, 7.1318979849e-01
6.8568568569e-01, -7.1607433690e+05, 3.1487320024e-01, 6.3297636047e-01, 7.1360257800e-01
6.8668668669e-01, -7.1648592508e+05, 3.1387766398e-01, 8.0743920037e-02, 7.1401426271e-01
6.8768768769e-01, -7.1689642126e+05, 3.1288202376e-01, 6.3419347728e-01, 7.1442485651e-01
6.8868868869e-01, -7.1730582932e+05, 3.1188628061e-01, 8.0348164354e-02, 7.1483436328e-01
6.8968968969e-01, -7.1771415311e+05, 3.1089043555e-01, 6.3540841724e-01, 7.1524278685e-01
6.9069069069e-01, -7.1812139647e+05, 3.0989448960e-01, 7.9950239527e-02, 7.1565013107e-01
6.9169169169e-01, -7.1852756324e+05, 3.0889844376e-01, 6.3662119573e-01, 7.1605639976e-01
6.9269269269e-01, -7.1893265724e+05, 3.0790229904e-01, 7.9550160904e-02, 7.1646159672e-01
6.9369369369e-01, -7.1933668225e+05, 3.0690605641e-01, 6.3783182806e-01, 7.1686572575e-01
6.9469469469e-01, -7.1973964208e+05, 3.0590971685e-01, 7.9147943713e-02, 7.1726879062e-01
6.9569569570e-01, -7.2014154048e+05, 3.0491328133e-01, 6.3904032940e-01, 7.1767079510e-01
6.9669669670e-01, -7.2054238122e+05, 3.0391675080e-01, 7.8743603064e-02, 7.1807174293e-01
6.9769769770e-01, -7.2094216803e+05, 3.0292012620e-01, 6.4024671478e-01, 7.1847163785e-01
6.9869869870e-01, -7.2134090464e+05, 3.0192340848e-01, 7.8337153946e-02, 7.1887048357e-01
6.9969969970e-01, -7.2173859476e+05, 3.0092659856e-01, 6.4145099915e-01, 7.1926828379e-01
7.0070070070e-01, -7.2213524209e+05, 2.9992969736e-01, 7.7928611232e-02, 7.1966504221e-01
7.0170170170e-01, -7.2253085031e+05, 2.9893270579e-01, 6.4265319731e-01, 7.2006076250e-01
7.0270270270e-01, -7.2292542309e+05, 2.9793562475e-01, 7.7517989677e-02, 7.2045544832e-01
7.0370370370e-01, -7.2331896407e+05, 2.9693845514e-01, 6.4385332396e-01, 7.2084910331e-01
7.0470470470e-01, -7.2371147691e+05, 2.9594119782e-01, 7.7105303921e-02, 7.2124173110e-01
7.0570570571e-01, -7.2410296521e+05, 2.9494385368e-01, 6.4505139369e-01, 7.2163333531e-01
7.0670670671e-01, -7.2449343260e+05, 2.9394642358e-01, 7.6690568486e-02, 7.2202391955e-01
7.0770770771e-01, -7.2488288266e+05, 2.9294890838e-01, 6.4624742097e-01, 7.2241348740e-01
7.0870870871e-01, -7.2527131899e+05, 2.9195130892e-01, 7.6273797782e-02, 7.2280204243e-01
7.0970970971e-01, -7.2565874514e+05, 2.9095362605e-01, 6.4744142013e-01, 7.2318958820e-01
7.1071071071e-01, -7.2604516466e+05, 2.8995586059e-01, 7.5855006106e-02, 7.2357612826e-01
7.1171171171e-01, -7.2643058111e+05, 2.8895801337e-01, 6.4863340543e-01, 7.2396166615e-01
7.1271271271e-01, -7.2681499800e+05, 2.8796008520e-01, 7.5434207640e-02, 7.2434620537e-01
7.1371371371e-01, -7.2719841884e+05, 2.8696207689e-01, 6.4982339098e-01, 7.2472974943e-01
7.1471471471e-01, -7.2758084713e+05, 2.8596398924e-01, 7.5011416454e-02, 7.2511230183e-01
7.1571571572e-01, -7.2796228636e+05, 2.8496582303e-01, 6.5101139081e-01, 7.2549386603e-01
7.1671671672e-01, -7.2834273999e+05, 2.8396757905e-01, 7.4586646509e-02, 7.2587444550e-01
7.1771771772e-01, -7.2872221147e+05, 2.8296925808e-01, 6.5219741882e-01, 7.2625404369e-01
7.1871871872e-01, -7.2910070426e+05, 2.8197086087e-01, 7.4159911654e-02, 7.2663266403e-01
7.1971971972e-01, -7.2947822178e+05, 2.8097238820e-01, 6.5338148880e-01, 7.2701030995e-01
7.2072072072e-01, -7.2985476744e+05, 2.7997384080e-01, 7.3731225628e-02, 7.2738698485e-01
7.2172172172e-01, -7.3023034464e+05, 2.7897521943e-01, 6.5456361445e-01, 7.2776269213e-01
7.2272272272e-01, -7.3060495678e+05, 2.7797652483e-01, 7.3300602062e-02, 7.2813743516e-01
7.2372372372e-01, -7.3097860722e+05, 2.7697775772e-01, 6.5574380932e-01, 7.2851121732e-01
7.2472472472e-01, -7.3135129933e+05, 2.7597891882e-01, 7.2868054479e-02, 7.2888404195e-01
7.2572572573e-01, -7.3172303645e+05, 2.7498000884e-01, 6.5692208690e-01, 7.2925591240e-01
7.2672672673e-01, -7.3209382192e+05, 2.7398102851e-01, 7.2433596295e-02, 7.2962683200e-01
7.2772772773e-01, -7.3246365906e+05, 2.7298197851e-01, 6.5809846055e-01, 7.2999680406e-01
7.2872872873e-01, -7.3283255118e+05, 2.7198285955e-01, 7.1997240820e-02, 7.3036583188e-01
7.2972972973e-01, -7.3320050157e+05, 2.7098367230e-01, 6.5927294352e-01, 7.3073391875e-01
7.3073073073e-01, -7.3356751351e+05, 2.6998441746e-01, 7.1559001257e-02, 7.3110106794e-01
7.3173173173e-01, -7.3393359027e+05, 2.6898509568e-01, 6.6044554897e-01, 7.3146728272e-01
7.3273273273e-01, -7.3429873510e+05, 2.6798570764e-01, 7.1118890706e-02, 7.3183256633e-01
7.3373373373e-01, -7.3466295125e+05, 2.6698625400e-01, 6.6161628993e-01, 7.3219692201e-01
7.3473473473e-01, -7.3502624195e+05, 2.6598673542e-01, 7.0676922161e-02, 7.3256035299e-01
7.3573573574e-01, -7.3538861042e+05, 2.6498715253e-01, 6.6278517937e-01, 7.3292286246e-01
7.3673673674e-01, -7.3575005985e+05, 2.6398750598e-01, 7.0233108516e-02, 7.3328445364e-01
7.3773773774e-01, -7.3611059344e+05, 2.6298779640e-01, 6.6395223011e-01, 7.3364512971e-01
7.3873873874e-01, -7.3647021437e+05, 2.6198802443e-01, 6.9787462559e-02, 7.3400489383e-01
7.3973973974e-01, -7.3682892580e+05, 2.6098819068e-01, 6.6511745489e-01, 7.3436374917e-01
7.4074074074e-01, -7.3718673088e+05, 2.5998829576e-01, 6.9339996978e-02, 7.3472169888e-01
7.4174174174e-01, -7.3754363276e+05, 2.5898834030e-01, 6.6628086636e-01, 7.3507874608e-01
7.4274274274e-01, -7.3789963457e+05, 2.5798832488e-01, 6.8890724361e-02, 7.3543489390e-01
7.4374374374e-01, -7.3825473941e+05, 2.5698825011e-01, 6.6744247705e-01, 7.3579014546e-01
7.4474474474e-01, -7.3860895040e+05, 2.5598811658e-01, 6.8439657195e-02, 7.3614450384e-01
7.4574574575e-01, -7.3896227062e+05, 2.5498792487e-01, 6.6860229939e-01, 7.3649797213e-01
7.4674674675e-01, -7.3931470315e+05, 2.5398767556e-01, 6.7986807868e-02, 7.3685055341e-01
7.4774774775e-01, -7.3966625106e+05, 2.5298736923e-01, 6.6976034573e-01, 7.3720225073e-01
7.4874874875e-01, -7.4001691740e+05, 2.5198700645e-01, 6.7532188670e-02, 7.3755306714e-01
7.4974974975e-01, -7.4036670521e+05, 2.5098658777e-01, 6.7091662831e-01, 7.3790300569e-01
7.5075075075e-01, -7.4071561752e+05, 2.4998611376e-01, 6.7075811791e-02, 7.3825206938e-01
7.5175175175e-01, -7.4106365736e+05, 2.4898558496e-01, 6.7207115927e-01, 7.3860026124e-01
7.5275275275e-01, -7.4141082772e+05, 2.4798500193e-01, 6.6617689327e-02, 7.3894758427e-01
7.5375375375e-01, -7.4175713159e+05, 2.4698436519e-01, 6.7322395065e-01, 7.3929404144e-01
7.5475475475e-01, -7.4210257197e+05, 2.4598367529e-01, 6.6157833277e-02, 7.3963963575e-01
7.5575575576e-01, -7.4244715182e+05, 2.4498293275e-01, 6.7437501441e-01, 7.3998437014e-01
7.5675675676e-01, -7.4279087410e+05, 2.4398213811e-01, 6.5696255542e-02, 7.4032824759e-01
7.5775775776e-01, -7.4313374175e+05, 2.4298129187e-01, 6.7552436240e-01, 7.4067127101e-01
7.5875875876e-01, -7.4347575770e+05, 2.4198039455e-01, 6.5232967933e-02, 7.4101344335e-01
7.5975975976e-01, -7.4381692489e+05, 2.4097944667e-01, 6.7667200639e-01, 7.4135476752e-01
7.6076076076e-01, -7.4415724622e+05, 2.3997844872e-01, 6.4767982162e-02, 7.4169524643e-01
7.6176176176e-01, -7.4449672459e+05, 2.3897740120e-01, 6.7781795803e-01, 7.4203488296e-01
7.6276276276e-01, -7.4483536288e+05, 2.3797630461e-01, 6.4301309851e-02, 7.4237368001e-01
7.6376376376e-01, -7.4517316398e+05, 2.3697515944e-01, 6.7896222892e-01, 7.4271164045e-01
7.6476476476e-01, -7.4551013075e+05, 2.3597396616e-01, 6.3832962529e-02, 7.4304876712e-01
7.6576576577e-01, -7.4584626604e+05, 2.3497272527e-01, 6.8010483052e-01, 7.4338506289e-01
7.6676676677e-01, -7.4618157270e+05, 2.3397143722e-01, 6.3362951632e-02, 7.4372053059e-01
7.6776776777e-01, -7.4651605355e+05, 2.3297010250e-01, 6.8124577423e-01, 7.4405517303e-01
7.6876876877e-01, -7.4684971141e+05, 2.3196872157e-01, 6.2891288506e-02, 7.4438899305e-01
7.6976976977e-01, -7.4718254909e+05, 2.3096729489e-01, 6.8238507135e-01, 7.4472199344e-01
7.7077077077e-01, -7.4751456939e+05, 2.2996582291e-01, 6.2417984407e-02, 7.4505417699e-01
7.7177177177e-01, -7.4784577510e+05, 2.2896430608e-01, 6.8352273309e-01, 7.4538554648e-01
7.7277277277e-01, -7.4817616898e+05, 2.2796274485e-01, 6.1943050501e-02, 7.4571610468e-01
7.7377377377e-01, -7.4850575381e+05, 2.2696113967e-01, 6.8465877057e-01, 7.4604585436e-01
